Kode Barang,Barang,Tanggal,Tipe Transaksi,No. Transaksi,Deskripsi,Mutasi,Stok di Tangan,Unit,Harga Rata-Rata,Harga Beli/Jual,Nilai
"",* Epson L1110,11/06/2020,Sales Invoice,CA72,"",-3.0,15.0,UNIT,1509090.909091,1572727.272727,22636363.636365
"",* Epson L1110,23/06/2020,Purchase Invoice,PJL-20-06-00346,"",10.0,25.0,UNIT,1509090.909091,1509090.909091,37727272.727275
"",* Epson L1110,27/06/2020,Sales Invoice,CA77,"",-5.0,20.0,UNIT,1509090.909091,1572727.272727,30181818.181819998
"",* Epson L120,06/02/2020,Purchase Invoice,PJL-20-02-00068,"",5.0,5.0,UNIT,1295454.545455,1295454.545455,6477272.727274999
"",* Epson L120,20/02/2020,Sales Invoice,CA6,"",-2.0,3.0,UNIT,1295454.545455,1381818.181818,3886363.6363649997
"",* Epson L120,24/02/2020,Purchase Invoice,PJL-20-02-00302,"",10.0,13.0,UNIT,1295454.545455,1295454.545455,16840909.090915
"",* Epson L120,26/02/2020,Sales Invoice,CA9,"",-2.0,11.0,UNIT,1295454.545455,1381818.181818,14250000.000005
"",* Epson L120,06/03/2020,Sales Invoice,CA21,"",-1.0,10.0,UNIT,1295454.545455,1381818.181818,12954545.454549998
"",* Epson L120,10/03/2020,Sales Invoice,CA22,"",-1.0,9.0,UNIT,1295454.545455,1381818.181818,11659090.909094999
"",* Epson L120,01/04/2020,Purchase Invoice,PJL-20-04-00016,"",5.0,14.0,UNIT,1295454.545455,1295454.545455,18136363.63637
"",* Epson L120,15/04/2020,Sales Invoice,CA49,"",-4.0,10.0,UNIT,1295454.545455,1381818.181818,12954545.454549998
"",* Epson L120,16/04/2020,Sales Invoice,CA52,"",-1.0,9.0,UNIT,1295454.545455,1381818.181818,11659090.909094999
"",* Epson L120,08/05/2020,Purchase Invoice,PJL-20-05-00055,"",5.0,14.0,UNIT,1295454.545455,1295454.545455,18136363.63637
"",* Epson L120,18/05/2020,Purchase Invoice,PJL-20-05-00120,"",5.0,19.0,UNIT,1295454.545455,1295454.545455,24613636.363645
"",* Epson L120,12/06/2020,Purchase Invoice,PJL-20-06-00191,"",5.0,24.0,UNIT,1295454.545455,1295454.545455,31090909.090919998
"",* Epson L120,23/06/2020,Purchase Invoice,PJL-20-06-00346,"",10.0,34.0,UNIT,1295454.545455,1295454.545455,44045454.54547
"",* Epson L120,27/06/2020,Sales Invoice,CA77,"",-1.0,33.0,UNIT,1295454.545455,1381818.181818,42750000.000015
"",* Epson L3110,03/02/2020,Purchase Invoice,PJL-20-02-00016,"",20.0,20.0,UNIT,1795454.545455,1795454.545455,35909090.909099996
"",* Epson L3110,09/02/2020,Sales Invoice,CA-1,"",-1.0,19.0,UNIT,1795454.545455,1890909.090909,34113636.363644995
"",* Epson L3110,13/02/2020,Sales Invoice,CA-2,"",-1.0,18.0,UNIT,1795454.545455,1890909.090909,32318181.818189997
"",* Epson L3110,14/02/2020,Sales Invoice,CA-3,"",-3.0,15.0,UNIT,1795454.545455,1890909.090909,26931818.181824997
"",* Epson L3110,14/02/2020,Purchase Invoice,PJL-20-02-00162,"",15.0,30.0,UNIT,1795454.545455,1795454.545455,53863636.363649994
"",* Epson L3110,18/02/2020,Sales Invoice,CA4,"",-2.0,28.0,UNIT,1795454.545455,1890909.090909,50272727.27274
"",* Epson L3110,18/02/2020,Sales Invoice,CA5,"",-10.0,18.0,UNIT,1795454.545455,1890909.090909,32318181.818189997
"",* Epson L3110,20/02/2020,Sales Invoice,CA6,"",-2.0,16.0,UNIT,1795454.545455,1890909.090909,28727272.72728
"",* Epson L3110,20/02/2020,Purchase Invoice,PJL-20-02-00202,"",15.0,31.0,UNIT,1795454.545455,1795454.545455,55659090.909104995
"",* Epson L3110,20/02/2020,Purchase Invoice,PJL-30-02-00263,"",20.0,51.0,UNIT,1795454.545455,1795454.545455,91568181.818205
"",* Epson L3110,24/02/2020,Purchase Invoice,PJL-20-02-00302,"",10.0,61.0,UNIT,1795454.545455,1795454.545455,109522727.272755
"",* Epson L3110,26/02/2020,Sales Invoice,CA9,"",-2.0,59.0,UNIT,1795454.545455,1890909.090909,105931818.181845
"",* Epson L3110,27/02/2020,Sales Invoice,CA10,"",-1.0,58.0,UNIT,1795454.545455,1890909.090909,104136363.63639
"",* Epson L3110,27/02/2020,Sales Invoice,CA11,"",-2.0,56.0,UNIT,1795454.545455,1890909.090909,100545454.54548
"",* Epson L3110,29/02/2020,Sales Invoice,CA12,"",-4.0,52.0,UNIT,1795454.545455,1890909.090909,93363636.36366
"",* Epson L3110,02/03/2020,Sales Invoice,CA13,"",-4.0,48.0,UNIT,1795454.545455,1890909.090909,86181818.18184
"",* Epson L3110,02/03/2020,Sales Invoice,CA14,"",-3.0,45.0,UNIT,1795454.545455,1890909.090909,80795454.54547499
"",* Epson L3110,03/03/2020,Purchase Invoice,PJL-20-03-00034,"",20.0,65.0,UNIT,1794055.944056,1790909.090909,116613636.36364001
"",* Epson L3110,04/03/2020,Sales Invoice,CA15,"",-2.0,63.0,UNIT,1794055.944056,1890909.090909,113025524.475528
"",* Epson L3110,05/03/2020,Sales Invoice,CA19,"",-1.0,62.0,UNIT,1794055.944056,1890909.090909,111231468.53147201
"",* Epson L3110,10/03/2020,Sales Invoice,CA22,"",-1.0,61.0,UNIT,1794055.944056,1890909.090909,109437412.58741601
"",* Epson L3110,12/03/2020,Purchase Invoice,PJL-20-03-00230,"",15.0,76.0,UNIT,1793434.854619,1790909.090909,136301048.95104402
"",* Epson L3110,14/03/2020,Sales Invoice,CA26,"",-5.0,71.0,UNIT,1793434.854619,1890909.090909,127333874.67794901
"",* Epson L3110,14/03/2020,Sales Invoice,CA27,"",-5.0,66.0,UNIT,1793434.854619,1881818.181818,118366700.404854
"",* Epson L3110,18/03/2020,Sales Invoice,CA28,"",-4.0,62.0,UNIT,1793434.854619,1881818.181818,111192960.98637801
"",* Epson L3110,18/03/2020,Sales Invoice,CA29,"",-5.0,57.0,UNIT,1793434.854619,1881818.181818,102225786.713283
"",* Epson L3110,18/03/2020,Sales Invoice,CA30,"",-4.0,53.0,UNIT,1793434.854619,1881818.181818,95052047.294807
"",* Epson L3110,18/03/2020,Purchase Invoice,PJL-20-03-00314,"",15.0,68.0,UNIT,1792877.700859,1790909.090909,121915683.658412
"",* Epson L3110,20/03/2020,Sales Invoice,CA31,"",-1.0,67.0,UNIT,1792877.700859,1881818.181818,120122805.957553
"",* Epson L3110,22/03/2020,Sales Invoice,CA33,"",-2.0,65.0,UNIT,1792877.700859,1881818.181818,116537050.555835
"",* Epson L3110,28/03/2020,Sales Invoice,CA36,"",-6.0,59.0,UNIT,1792877.700859,1881818.181818,105779784.35068099
"",* Epson L3110,28/03/2020,Sales Invoice,CA37,"",-7.0,52.0,UNIT,1792877.700859,1881818.181818,93229640.444668
"",* Epson L3110,28/03/2020,Purchase Invoice,PJL-20-03-00480,"",15.0,67.0,UNIT,1792436.967288,1790909.090909,120093276.80829601
"",* Epson L3110,02/04/2020,Sales Invoice,CA40,"",-1.0,66.0,UNIT,1792436.967288,1881818.181818,118300839.84100801
"",* Epson L3110,02/04/2020,Sales Invoice,CA41,"",-11.0,55.0,UNIT,1792436.967288,1881818.181818,98584033.20084
"",* Epson L3110,02/04/2020,Purchase Invoice,PJL-20-04-00020,"",10.0,65.0,UNIT,1792201.909384,1790909.090909,116493124.10996
"",* Epson L3110,04/04/2020,Sales Invoice,CA42,"",-2.0,63.0,UNIT,1792201.909384,1872727.272727,112908720.29119201
"",* Epson L3110,06/04/2020,Sales Invoice,CA43,"",-1.0,62.0,UNIT,1792201.909384,1881818.181818,111116518.38180801
"",* Epson L3110,10/04/2020,Sales Invoice,CA44,"",-1.0,61.0,UNIT,1792201.909384,1881818.181818,109324316.472424
"",* Epson L3110,10/04/2020,Sales Invoice,CA45,"",-1.0,60.0,UNIT,1792201.909384,1881818.181818,107532114.56304
"",* Epson L3110,13/04/2020,Sales Invoice,CA46,"",-2.0,58.0,UNIT,1792201.909384,1881818.181818,103947710.74427201
"",* Epson L3110,15/04/2020,Sales Invoice,CA51,"",-8.0,50.0,UNIT,1792201.909384,1881818.181818,89610095.4692
"",* Epson L3110,18/04/2020,Purchase Invoice,PJL-20-04-00227,"",15.0,65.0,UNIT,1791903.566659,1790909.090909,116473731.832835
"",* Epson L3110,19/04/2020,Sales Invoice,CA54,"",-2.0,63.0,UNIT,1791903.566659,1881818.181818,112889924.699517
"",* Epson L3110,22/04/2020,Sales Invoice,CA55,"",-2.0,61.0,UNIT,1791903.566659,1881818.181818,109306117.566199
"",* Epson L3110,23/04/2020,Sales Invoice,CA57,"",-1.0,60.0,UNIT,1791903.566659,1881818.181818,107514213.99954
"",* Epson L3110,30/04/2020,Sales Invoice,CA58,"",-1.0,59.0,UNIT,1791903.566659,1881818.181818,105722310.432881
"",* Epson L3110,01/05/2020,Sales Invoice,CA59,"",-5.0,54.0,UNIT,1791903.566659,1881818.181818,96762792.599586
"",* Epson L3110,04/05/2020,Sales Invoice,CA60,"",-2.0,52.0,UNIT,1791903.566659,1881818.181818,93178985.466268
"",* Epson L3110,05/05/2020,Sales Invoice,CA61,"",-1.0,51.0,UNIT,1791903.566659,1881818.181818,91387081.899609
"",* Epson L3110,06/05/2020,Sales Invoice,CA62,"",-1.0,50.0,UNIT,1791903.566659,1881818.181818,89595178.33295
"",* Epson L3110,08/05/2020,Sales Invoice,CA63,"",-2.0,48.0,UNIT,1791903.566659,1881818.181818,86011371.199632
"",* Epson L3110,08/05/2020,Sales Invoice,CA64,"",-2.0,46.0,UNIT,1791903.566659,1881818.181818,82427564.066314
"",* Epson L3110,08/05/2020,Purchase Invoice,PJL-20-05-00055,"",30.0,76.0,UNIT,1791511.010442,1790909.090909,136154836.793592
"",* Epson L3110,16/05/2020,Sales Invoice,CA66,"",-5.0,71.0,UNIT,1791511.010442,1881818.181818,127197281.741382
"",* Epson L3110,18/05/2020,Purchase Invoice,PJL-20-05-00120,"",5.0,76.0,UNIT,1791471.410473,1790909.090909,136151827.195948
"",* Epson L3110,20/05/2020,Sales Invoice,CA67,"",-1.0,75.0,UNIT,1791471.410473,1881818.181818,134360355.78547502
"",* Epson L3110,28/05/2020,Sales Invoice,CA68,"",-2.0,73.0,UNIT,1791471.410473,1881818.181818,130777412.96452901
"",* Epson L3110,28/05/2020,Sales Invoice,CA69,"",-1.0,72.0,UNIT,1791471.410473,1881818.181818,128985941.554056
"",* Epson L3110,30/05/2020,Sales Invoice,CA70,"",-10.0,62.0,UNIT,1791471.410473,1881818.181818,111071227.44932601
"",* Epson L3110,02/06/2020,Purchase Invoice,PJL-20-06-00003,"",30.0,92.0,UNIT,1791288.045398,1790909.090909,164798500.17661598
"",* Epson L3110,11/06/2020,Sales Invoice,CA71,"",-28.0,64.0,UNIT,1791288.045398,1881818.181818,114642434.905472
"",* Epson L3110,12/06/2020,Purchase Invoice,PJL-20-06-00191,"",30.0,94.0,UNIT,1791167.102476,1790909.090909,168369707.632744
"",* Epson L3110,27/06/2020,Sales Invoice,CA77,"",-30.0,64.0,UNIT,1791167.102476,1881818.181818,114634694.558464
"",* Epson L5190,18/05/2020,Purchase Invoice,PJL-20-05-00120,"",1.0,1.0,UNIT,3204545.454545,3204545.454545,3204545.454545
"",* LED ACER 19 K192HQL,18/03/2020,Purchase Invoice,2003DPS221/T0007,"",10.0,10.0,PCS,766726.909091,766726.909091,7667269.09091
"",* LED ACER 19 K192HQL,26/03/2020,Purchase Invoice,2003DPS221/T0010,"",16.0,26.0,PCS,743006.818182,728181.761364,19318177.272731997
"",* LED ACER 19 K192HQL,27/03/2020,Sales Invoice,CA35,"",-2.0,24.0,PCS,743006.818182,970000.0,17832163.636368
"",* LED ACER 19 K192HQL,13/04/2020,Sales Invoice,CA48,"",-1.0,23.0,PCS,743006.818182,970000.0,17089156.818186
"",* LED ACER 19 K192HQL,22/04/2020,Sales Invoice,CA56,"",-1.0,22.0,PCS,743006.818182,970000.0,16346150.000004
"",* LED ACER 19 K192HQL,13/06/2020,Sales Invoice,CA74,"",-10.0,12.0,PCS,743006.818182,970000.0,8916081.818184
"",* LED ACER 19 K192HQL,19/06/2020,Purchase Invoice,2006DPS221/T0011,"OTHER DISC#
ECN ACER 5.800.000",26.0,38.0,PCS,593006.761723,523775.966434,22534256.945474
"","* LED LG 18.5"" 19 M38A",02/03/2020,Purchase Invoice,JL.2003.00044,"",1.0,1.0,PCS,763636.363636,763636.363636,763636.363636
"","* LED LG 18.5"" 19 M38A",05/03/2020,Sales Invoice,CA18,"",-1.0,0.0,PCS,763636.363636,909090.909091,0.0
"","* LED SAMSUNG 22"" FLAT LS22F350FHEXXD HDMI",18/06/2020,Purchase Invoice,JL.2006.03509,"",1.0,1.0,PCS,1131818.181818,1131818.181818,1131818.181818
"","* LED SAMSUNG 22"" FLAT LS22F350FHEXXD HDMI",18/06/2020,Sales Invoice,CA76,"",-1.0,0.0,PCS,1131818.181818,1318181.818182,0.0
"",* LYNKSYS E1700-AP (N300 Router),12/02/2020,Purchase Invoice,JL.200203403,"",1.0,1.0,PCS,650000.0,650000.0,650000.0
"",* LYNKSYS E1700-AP (N300 Router),24/02/2020,Sales Invoice,CA8,"",-1.0,0.0,PCS,650000.0,863636.363636,0.0
"",* MICROPHONE WIRLESS TOA ZW-G810CU,21/03/2020,Purchase Invoice,10005,"",1.0,1.0,PCS,5909090.909091,5909090.909091,5909090.909091
"",* MICROPHONE WIRLESS TOA ZW-G810CU,28/03/2020,Sales Invoice,CA38,"",-1.0,0.0,PCS,5909090.909091,6727272.727273,0.0
"",* Paket PC Lenovo Built UP,12/02/2020,Purchase Invoice,JL.200203403,"",1.0,1.0,SET,7072727.272727,7072727.272727,7072727.272727
"",* Paket PC Lenovo Built UP,24/02/2020,Sales Invoice,CA8,"",-1.0,0.0,SET,7072727.272727,8636363.636364,0.0
"",* PC SERVER DELL Power Edge T40,02/03/2020,Purchase Invoice,JL.2003.00044,"",1.0,1.0,UNIT,9009090.909091,9009090.909091,9009090.909091
"",* PC SERVER DELL Power Edge T40,05/03/2020,Sales Invoice,CA18,"",-1.0,0.0,UNIT,9009090.909091,9781818.181818,0.0
"",* PRINTER CANON G2010 PSC,02/03/2020,Purchase Invoice,JL.2003.00044,"",2.0,2.0,UNIT,1550000.0,1550000.0,3100000.0
"",* PRINTER CANON G2010 PSC,05/03/2020,Sales Invoice,CA17,"",-1.0,1.0,UNIT,1550000.0,1772727.272727,1550000.0
"",* PRINTER CANON G2010 PSC,05/03/2020,Sales Invoice,CA18,"",-1.0,0.0,UNIT,1550000.0,1772727.272727,0.0
"",* PRINTER EPSON L1300,23/03/2020,Purchase Invoice,PJL-20-03-00413,"",1.0,1.0,UNIT,5013636.363636,5013636.363636,5013636.363636
"",* PROJECTOR ACER BS 020P DLP 4000 Lumens + TAS,12/02/2020,Purchase Invoice,JL.200203403,"",1.0,1.0,UNIT,3740909.090909,3740909.090909,3740909.090909
"",* PROJECTOR ACER BS 020P DLP 4000 Lumens + TAS,24/02/2020,Sales Invoice,CA8,"",-1.0,0.0,UNIT,3740909.090909,4681818.181818,0.0
"",* Scanner Plustek Smart Office PS186,19/03/2020,Purchase Invoice,8200081,"",2.0,2.0,PCS,4231818.181818,4231818.181818,8463636.363636
"",* Scanner Plustek Smart Office PS186,17/04/2020,Sales Invoice,CA53,"",-2.0,0.0,PCS,4231818.181818,4504545.454545,0.0
"","* SEAGATE EXT 1 TB 2,5"" EXPANSION",12/02/2020,Purchase Invoice,JL.200203403,"",1.0,1.0,PCS,604545.454545,604545.454545,604545.454545
"","* SEAGATE EXT 1 TB 2,5"" EXPANSION",24/02/2020,Sales Invoice,CA8,"",-1.0,0.0,PCS,604545.454545,818181.818182,0.0
"",* Tablet Axioo MYTAB 8G,24/02/2020,Purchase Invoice,10001,"",11.0,11.0,PCS,1409090.909091,1409090.909091,15500000.000001
"",* Tablet Axioo MYTAB 8G,24/02/2020,Sales Invoice,CA8,"",-11.0,0.0,PCS,1409090.909091,1804545.454545,0.0
"",ALFA INK TABUNG INFUS CLASSIC,29/02/2020,Purchase Invoice,NJL-EX1/290220/031,"",500.0,500.0,PCS,73920.0,73920.0,36960000.0
