Nama Akun,Tanggal,Transaksi,Nomor,Keterangan,Debit,Kredit,Saldo,Tags
(1-10001) Kas,20/06/2026,Receive Payment,202901,Sales Invoice #JL.2026.14265,70000.0,0.0,22395719456.66,
(1-10001) Kas,20/06/2026,Receive Payment,202902,Sales Invoice #JL.2026.14266,7100000.0,0.0,22402819456.66,
(1-10001) Kas,20/06/2026,Receive Payment,202903,Sales Invoice #JL.2026.14267,815000.0,0.0,22403634456.66,SERVICE
(1-10001) Kas,20/06/2026,Receive Payment,202904,Sales Invoice #JL.2026.14268,271000.0,0.0,22403905456.66,
(1-10001) Kas,20/06/2026,Receive Payment,202905,Sales Invoice #JL.2026.14269,334000.0,0.0,22404239456.66,
(1-10001) Kas,20/06/2026,Receive Payment,202906,Sales Invoice #JL.2026.14270,450000.0,0.0,22404689456.66,
(1-10001) Kas,20/06/2026,Purchase Payment,27891,Purchase Invoice #17753,0.0,2415000.0,22402274456.66,
(1-10001) Kas,20/06/2026,Purchase Payment,27892,Purchase Invoice #17747,0.0,1500000.0,22400774456.66,
(1-10001) Kas,20/06/2026,Receive Payment,202907,Sales Invoice #JL.2026.14272,100000.0,0.0,22400874456.66,
(1-10001) Kas,20/06/2026,Receive Payment,202908,Sales Invoice #JL.2026.14274,435000.0,0.0,22401309456.66,
(1-10001) Kas,20/06/2026,Receive Payment,202909,Sales Invoice #JL.2026.14273,4537000.0,0.0,22405846456.66,
(1-10001) Kas,20/06/2026,Receive Payment,202910,Sales Invoice #JL.2026.14271,4560000.0,0.0,22410406456.66,
(1-10001) Kas,20/06/2026,Receive Payment,202911,Sales Invoice #JL.2026.14276,30000.0,0.0,22410436456.66,
(1-10001) Kas,20/06/2026,Receive Payment,202912,Sales Invoice #JL.2026.14277,50000.0,0.0,22410486456.66,SERVICE
(1-10001) Kas,20/06/2026,Receive Payment,202913,Sales Invoice #JL.2026.14278,350000.0,0.0,22410836456.66,
(1-10001) Kas,20/06/2026,Receive Payment,202914,Sales Invoice #JL.2026.14279,144000.0,0.0,22410980456.66,
(1-10001) Kas,20/06/2026,Receive Payment,202915,Sales Invoice #JL.2026.14281,108000.0,0.0,22411088456.66,
(1-10001) Kas,20/06/2026,Receive Payment,202916,Sales Invoice #JL.2026.14283,400000.0,0.0,22411488456.66,
(1-10001) Kas,20/06/2026,Receive Payment,202917,Sales Invoice #JL.2026.14282,110800.0,0.0,22411599256.66,
(1-10001) Kas,20/06/2026,Receive Payment,202918,Sales Invoice #JL.2026.14284,2225000.0,0.0,22413824256.66,
(1-10001) Kas,20/06/2026,Receive Payment,202919,Sales Invoice #JL.2026.14285,65000.0,0.0,22413889256.66,
(1-10001) Kas,20/06/2026,Receive Payment,202920,Sales Invoice #JL.2026.14286,50000.0,0.0,22413939256.66,SERVICE
(1-10001) Kas,20/06/2026,Receive Payment,202921,Sales Invoice #JL.2026.14287,150000.0,0.0,22414089256.66,SERVICE
(1-10001) Kas,20/06/2026,Receive Payment,202922,Sales Invoice #JL.2026.14288,47000.0,0.0,22414136256.66,
(1-10001) Kas,20/06/2026,Receive Payment,202923,Sales Invoice #JL.2026.14289,3900000.0,0.0,22418036256.66,
(1-10001) Kas,20/06/2026,Receive Payment,202924,Sales Invoice #JL.2026.14290,3900000.0,0.0,22421936256.66,
(1-10001) Kas,20/06/2026,Receive Payment,202925,Sales Invoice #JL.2026.14291,120000.0,0.0,22422056256.66,
(1-10001) Kas,20/06/2026,Receive Payment,202926,Sales Invoice #JL.2026.14292,12100000.0,0.0,22434156256.66,
(1-10001) Kas,20/06/2026,Receive Payment,202927,Sales Invoice #JL.2026.14293,20000.0,0.0,22434176256.66,
(1-10001) Kas,20/06/2026,Receive Payment,202928,Sales Invoice #JL.2026.14294,180000.0,0.0,22434356256.66,
(1-10001) Kas,20/06/2026,Receive Payment,202929,Sales Invoice #JL.2026.14296,100000.0,0.0,22434456256.66,SERVICE
(1-10001) Kas,20/06/2026,Receive Payment,202930,Sales Invoice #JL.2026.14295,60000.0,0.0,22434516256.66,
(1-10001) Kas,20/06/2026,Receive Payment,202931,Sales Invoice #JL.2026.14297,50000.0,0.0,22434566256.66,SERVICE
(1-10001) Kas,20/06/2026,Receive Payment,202932,Sales Invoice #JL.2026.14298,210000.0,0.0,22434776256.66,
(1-10001) Kas,20/06/2026,Receive Payment,202933,Sales Invoice #JL.2026.14299,290000.0,0.0,22435066256.66,
(1-10001) Kas,20/06/2026,Receive Payment,202934,Sales Invoice #JL.2026.14300,70000.0,0.0,22435136256.66,
(1-10001) Kas,20/06/2026,Purchase Payment,27894,Purchase Invoice #7075,0.0,5200000.0,22429936256.66,
(1-10001) Kas,20/06/2026,Receive Payment,202935,Sales Invoice #JL.2026.14301,15000.0,0.0,22429951256.66,
(1-10001) Kas,20/06/2026,Receive Payment,202936,Sales Invoice #JL.2026.14302,585000.0,0.0,22430536256.66,
(1-10001) Kas,20/06/2026,Receive Payment,202937,Sales Invoice #JL.2026.14303,1200000.0,0.0,22431736256.66,
(1-10001) Kas,20/06/2026,Receive Payment,202938,Sales Invoice #JL.2026.14305,740000.0,0.0,22432476256.66,
(1-10001) Kas,20/06/2026,Receive Payment,202939,Sales Invoice #JL.2026.14306,145400.0,0.0,22432621656.66,
(1-10001) Kas,20/06/2026,Receive Payment,202940,Sales Invoice #JL.2026.14307,12000.0,0.0,22432633656.66,
(1-10001) Kas,20/06/2026,Receive Payment,202941,Sales Invoice #JL.2026.14308,440000.0,0.0,22433073656.66,
(1-10002) Rekening Bank,19/06/2026,Saldo Awal,"","",0.0,0.0,100000000.0,
(1-10100) Piutang Usaha,19/06/2026,Saldo Awal,"","",0.0,0.0,207244244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14245,CCTV CAM DAHUA HAC-T1A21 IR BULLET (INDOOR); CCTV CAM DAHUA HAC B1A21 IR BULLET (OUTDOOR),820000.0,0.0,208064244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202882,Sales Invoice #JL.2026.14245,0.0,820000.0,207244244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14246,KERTAS FOTO SPECTRA SILKY 260; TINTA CANON ORI 790 CYAN; TINTA CANON ORI 790 MAGENTA; TINTA CANON ORI 790 YELLOW,1530000.0,0.0,208774244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202883,Sales Invoice #JL.2026.14246,0.0,1530000.0,207244244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14247,* PRINTER CANON G2010 PSC; Memo: TOMI 082 340 365 128,1750000.0,0.0,208994244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202884,Sales Invoice #JL.2026.14247,0.0,1750000.0,207244244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14248,CCTV DVR DAHUA DH-XVR1B04-I 4CH - M,580000.0,0.0,207824244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202885,Sales Invoice #JL.2026.14248,0.0,580000.0,207244244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14249,KABEL CCTV PERMETER,35000.0,0.0,207279244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202886,Sales Invoice #JL.2026.14249,0.0,35000.0,207244244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202887,Sales Invoice #JL.2026.14157,0.0,778000.0,206466244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14250,KERTAS FOTO DATA PRINT GLOSSY 230 GSM (BURUNG); ALFA INK ECO TANK EPSON BLACK; CATRIDGE CANON CA92 / CH7 (G2010); OPP 30 X 40 PLASTIK A3; OPP 22 X 30 10R #; EARPHONE JETE CLASSIC 2,580000.0,0.0,207046244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14251,BLUEPRINT CANON MAGENTA (100ML); BLUEPRINT CANON CYAN (100ML); BLUEPRINT CANON YELLOW (100ML),126000.0,0.0,207172244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202888,Sales Invoice #JL.2026.14250,0.0,580000.0,206592244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202888,Sales Invoice #JL.2026.14251,0.0,126000.0,206466244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14252,* ASUS TUF Gaming A15 FA506NCG AMD Ryzen 7 7445HS 16GB DDR5 512GB RTX3050 4GB W11; MOUSE BRANDED; COOLINGPAD NC 32 1FAN BESAR; MOUSEPAD LOGITECH / MICROSOFT; SODIMM TEAM ELITE DDR5 8GB 5600HZ; Memo: CANDRA 082340300157,14450000.0,0.0,220916244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202889,Sales Invoice #JL.2026.14252,0.0,14450000.0,206466244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14253,OPP 22 X 30 10R #; KABEL DATA 5 PIN; KABEL DATA JETE MICRO TINY 5; SIDU F4 70; ADAPTOR ACER OR 19V 3.42A (KUNING); MOUSE VOTRE / VOXY,505000.0,0.0,206971244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202890,Sales Invoice #JL.2026.14253,0.0,505000.0,206466244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14254,AXIOO HYPE 10 INTEL N4020 8 256 #; MOUSE VOTRE / VOXY; COOLINGPAD KEPITING; MOUSEPAD LOGITECH / MICROSOFT; Memo: RUSDAN 082359286918,4700000.0,0.0,211166244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202891,Sales Invoice #JL.2026.14254,0.0,4700000.0,206466244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14255,AXIOO HYPE 10 INTEL N4020 8 256 #; MOUSE VOTRE / VOXY; COOLINGPAD KEPITING; MOUSEPAD LOGITECH / MICROSOFT; Memo: IBU SRI 085237109893,4700000.0,0.0,211166244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202892,Sales Invoice #JL.2026.14255,0.0,4700000.0,206466244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14256,"SIDU A4 70; TINTA EPSON 003 BLACK; KERTAS BUFFALO PUTIH; OPP 16,5 X 25; STIKER NAMA UNDANGAN POLOS (103) - ( 1 PACK ISI 25 PCS ); USB WIFI TPLINK TL WN725N NANO SIZE",442500.0,0.0,206908744.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202893,Sales Invoice #JL.2026.14256,0.0,442500.0,206466244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14257,"TINTA EPSON 003 MAGENTA; KERTAS FOTO SPECTRA A3 GLOSSY; TINTA CANON ORI 790 BLACK; KERTAS 2 PLY PRS; PAPERLINE 3 PLY NCR; TINTA EPSON 003 BLACK; * KERTAS THERMAL 57 X 38 MM (EDC); KERTAS BUFFALO PUTIH; PLASTIK OPP 10,5 X 24; * STIKER NAMA UNDANGAN POLOS (103)",1440100.0,0.0,207906344.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202894,Sales Invoice #JL.2026.14257,0.0,1440100.0,206466244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14258,JASA SERVICE; Memo: 085253738332,50000.0,0.0,206516244.01,SERVICE
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202895,Sales Invoice #JL.2026.14258,0.0,50000.0,206466244.01,SERVICE
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14259,"OPP 15 X 24; BLUEPRINT CANON BLACK (100ML); SIDU A4 70; OPP 15,5 X 24; OPP 22 X 30 10R #; TPLINK TL WR844N; SIDU A4 70; KABEL HDMI 1,5 METER; CONVERTER TYPE C 4 IN 1 ( HDMI, VGA, USB, TYPE C ); MOUSE M256 WIRELESS DATAFAST SILENT BT + ON OFF; BATERAI 1616; MOUSE M256 WIRELESS DATAFAST SILENT BT + ON OFF; KABEL LAN ZIMM LINK PERMETER; RJ45 TEMBUS; KABEL HDMI 1,5 METER; SIDU A4 70; TINTA EPSON 003 BLACK; BLUEPRINT KERTAS INKJET PAPER ( ISI 50 )",1098500.0,0.0,207564744.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14260,BATERAI ACER ES1 432 AS16A8K / AS16A5K; Memo: 085205039226,500000.0,0.0,208064744.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202896,Sales Invoice #JL.2026.14259,0.0,1098500.0,206966244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202897,Sales Invoice #JL.2026.14260,0.0,500000.0,206466244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14261,BLUEPRINT CANON BLACK (100ML); BLUEPRINT CANON MAGENTA (100ML); BLUEPRINT CANON YELLOW (100ML); BLUEPRINT CANON CYAN (100ML),451000.0,0.0,206917244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202898,Sales Invoice #JL.2026.14261,0.0,451000.0,206466244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14262,JASA SERVICE,30000.0,0.0,206496244.01,SERVICE
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202899,Sales Invoice #JL.2026.14262,0.0,30000.0,206466244.01,SERVICE
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14264,"AIO ASUS A3202WBAK INTEL 7305 8GB 256GB SSD 21,5"" WIN 11 #",13000000.0,0.0,219466244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202900,Sales Invoice #JL.2026.14264,0.0,13000000.0,206466244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14265,FD U2 8GB JETE,70000.0,0.0,206536244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202901,Sales Invoice #JL.2026.14265,0.0,70000.0,206466244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202902,Sales Invoice #JL.2026.14266,0.0,7100000.0,199366244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14267,KEYBOARD ACER E5 471 TANPA ON OFF; SERVICE; BATERAI CMOS CR2032; BATERAI ACER E5 471 (AL14A32); * ROBOT RS180 MULTIMEDIA SPEAKER; Memo: SAKINA 085 237 084 956,815000.0,0.0,200181244.01,SERVICE
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202903,Sales Invoice #JL.2026.14267,0.0,815000.0,199366244.01,SERVICE
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14268,SIDU A4 70; MIKA JILID MERAH TUA; KERTAS BUFFALO MERAH (NO 1),271000.0,0.0,199637244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202904,Sales Invoice #JL.2026.14268,0.0,271000.0,199366244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14269,CATRIDGE CANON 810 BLACK; BLUEPRINT CANON MAGENTA (100ML); BLUEPRINT CANON YELLOW (100ML),334000.0,0.0,199700244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202905,Sales Invoice #JL.2026.14269,0.0,334000.0,199366244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14270,CATRDIGE CANON CA91 / BH7 (G2010); SERVICE - ROL KECIL; Memo: SYARIF 081 353 565 298,450000.0,0.0,199816244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202906,Sales Invoice #JL.2026.14270,0.0,450000.0,199366244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14271,"PRINTER EPSON L3211 PRINT, SCAN COPY TP; PRINTER EPSON L121; TINTA EPSON 003 YELLOW; TINTA EPSON 003 BLACK",4560000.0,0.0,203926244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14272,KARET ROLLER BAWAH EPSON; Memo: 082340030650,100000.0,0.0,204026244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202907,Sales Invoice #JL.2026.14272,0.0,100000.0,203926244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14273,TINTA EPSON 003 BLACK; TINTA EPSON 664 BLACK; TINTA EPSON 664 CYAN; TINTA EPSON 664 YELLOW; TINTA EPSON 664 MAGENTA; TINTA CANON ORI 790 BLACK; TINTA CANON ORI 790 CYAN; TINTA CANON ORI 790 YELLOW; TINTA CANON ORI 790 MAGENTA; TINTA CANON ORI GI - 71 BLACK; TINTA CANON ORI GI - 71 C; * TINTA CANON ORI GI - 71 Y; * TINTA CANON ORI GI - 71 M; ALFA INK CANON BLACK 100CC,4537000.0,0.0,208463244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14274,FD U2 JETE 16GB; CATRDIGE CANON CA91 / BH7 (G2010),435000.0,0.0,208898244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202908,Sales Invoice #JL.2026.14274,0.0,435000.0,208463244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202909,Sales Invoice #JL.2026.14273,0.0,4537000.0,203926244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202910,Sales Invoice #JL.2026.14271,0.0,4560000.0,199366244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14276,ALFA KERTAS THERMAL 57 X 38,30000.0,0.0,199396244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202911,Sales Invoice #JL.2026.14276,0.0,30000.0,199366244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14277,JASA SERVICE; Memo: 082340954702,50000.0,0.0,199416244.01,SERVICE
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202912,Sales Invoice #JL.2026.14277,0.0,50000.0,199366244.01,SERVICE
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14278,"LCD LAPTOP 11,6 30 PIN (KK)",350000.0,0.0,199716244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202913,Sales Invoice #JL.2026.14278,0.0,350000.0,199366244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14279,KEYBOARD MINI BANDA / MURAGO; NOTA NCR PAPERLINE 2 PLY BESAR; CLEANER HEAD #; ALFA KERTAS THERMAL 57 X 38,144000.0,0.0,199510244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202914,Sales Invoice #JL.2026.14279,0.0,144000.0,199366244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14280,GAMEPAD DOUBLE BLACK; KABEL LAN ZIMM LINK; PRINTER CANON G1010,4570000.0,0.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14281,BLUEPRINT KERTAS FOTO STIKER A4; BLUEPRINT DOUBLE SIDED PHOTO PAPER,108000.0,0.0,204044244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202915,Sales Invoice #JL.2026.14281,0.0,108000.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14282,STIKER NAMA UNDANGAN POLOS (103) - ( 1 PACK ISI 25 PCS ); BLUEPRINT KERTAS INKJET PAPER ( ISI 50 ),110800.0,0.0,204047044.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14283,BATERAI LAPTOP ASUS X441,400000.0,0.0,204447044.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202916,Sales Invoice #JL.2026.14283,0.0,400000.0,204047044.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202917,Sales Invoice #JL.2026.14282,0.0,110800.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14284,"PRINTER EPSON L3211 PRINT, SCAN COPY TP; Memo: IWAN 082340887319",2225000.0,0.0,206161244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202918,Sales Invoice #JL.2026.14284,0.0,2225000.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14285,* ROBOT HUB USB H140-80,65000.0,0.0,204001244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14286,JASA SERVICE; Memo: 085183939281,50000.0,0.0,204051244.01,SERVICE
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202919,Sales Invoice #JL.2026.14285,0.0,65000.0,203986244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202920,Sales Invoice #JL.2026.14286,0.0,50000.0,203936244.01,SERVICE
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14287,JASA SERVICE; Memo: 085338965697,150000.0,0.0,204086244.01,SERVICE
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202921,Sales Invoice #JL.2026.14287,0.0,150000.0,203936244.01,SERVICE
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14288,SIDU F4 70,47000.0,0.0,203983244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202922,Sales Invoice #JL.2026.14288,0.0,47000.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14289,"AXIOO HYPE 1 N4020 4GB 128GB WIN 11 14"" #; MOUSE VOTRE / VOXY; COOLINGPAD KEPITING; MOUSEPAD LOGITECH / MICROSOFT; Memo: ZELSI 082324725886",3900000.0,0.0,207836244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202923,Sales Invoice #JL.2026.14289,0.0,3900000.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14290,"AXIOO HYPE 1 N4020 4GB 128GB WIN 11 14"" #; MOUSE VOTRE / VOXY; COOLINGPAD KEPITING; MOUSEPAD LOGITECH / MICROSOFT; Memo: IGEL 081935042497",3900000.0,0.0,207836244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14291,FD U2 JETE 32GB,120000.0,0.0,207956244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202924,Sales Invoice #JL.2026.14290,0.0,3900000.0,204056244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14292,Acer Aspire Go 14 AG14 Core 5 120U 16GB(2x8) DDR4 512GB SSD W11; MOUSE WIRELESS BANDA; COOLINGPAD KEPITING; MOUSEPAD LOGITECH / MICROSOFT; * PRINTER CANON G2010 PSC; Memo: 082359075705 IBU TRI BELO,12100000.0,0.0,216156244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202925,Sales Invoice #JL.2026.14291,0.0,120000.0,216036244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202926,Sales Invoice #JL.2026.14292,0.0,12100000.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14293,OTG TYPE C,20000.0,0.0,203956244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202927,Sales Invoice #JL.2026.14293,0.0,20000.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14294,ALFA INK TONER BROTHER 500 GRAM,180000.0,0.0,204116244.01,
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202928,Sales Invoice #JL.2026.14294,0.0,180000.0,203936244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14295,KABEL LAN ZIMM LINK PERMETER,60000.0,0.0,203996244.01,
(1-10100) Piutang Usaha,20/06/2026,Sales Invoice,JL.2026.14296,JASA SERVICE,100000.0,0.0,204096244.01,SERVICE
(1-10100) Piutang Usaha,20/06/2026,Receive Payment,202929,Sales Invoice #JL.2026.14296,0.0,100000.0,203996244.01,SERVICE
