Tanggal,Tipe Transaksi,Nomor Transaksi,Nama Panggilan,Status Hari Ini,Memo,Total,Sisa Tagihan
08/01/2023,Faktur Pembelian,13925,FIKTIF BELI,Lunas,"",300000.0,0.0
08/01/2023,Faktur Pembelian,13926,FIKTIF BELI,Lunas,"",2310000.00006,0.0
09/01/2023,Faktur Pembelian,JL.2301.01090,CANDRA (BLESSING),Lunas,"",51050000.0,0.0
09/01/2023,Faktur Pembelian,JL.2301.01087,CANDRA (BLESSING),Lunas,"",49760000.0,0.0
09/01/2023,Faktur Pembelian,JL.2301.01085,CANDRA (BLESSING),Lunas,"",280000.0,0.0
09/01/2023,Faktur Pembelian,13927,FIKTIF BELI,Lunas,"",720000.0,0.0
09/01/2023,Faktur Pembelian,JL.2301.01169,CANDRA (BLESSING),Lunas,"",1365000.0,0.0
09/01/2023,Faktur Pembelian,JL.2301.01142,CANDRA (BLESSING),Lunas,"",9420000.0,0.0
09/01/2023,Faktur Pembelian,JL.2301.01363,CANDRA (BLESSING),Lunas,"",19795000.0,0.0
09/01/2023,Faktur Pembelian,FK 1466,BETA COM,Lunas,"",7005000.0,0.0
09/01/2023,Faktur Pembelian,2300070,YOGA (WAHANA),Lunas,"",9570000.0,0.0
09/01/2023,Faktur Pembelian,00630386_036,PRIYO (K GALAXY),Lunas,"",1470000.0,0.0
09/01/2023,Faktur Pembelian,001310,LILI (PLATINUM),Lunas,"",8810000.0,0.0
10/01/2023,Faktur Pembelian,FK 1474,BETA COM,Lunas,"",21525000.0,0.0
10/01/2023,Faktur Pembelian,JL.2301.01788,CANDRA (BLESSING),Lunas,"",14285000.0,0.0
10/01/2023,Faktur Pembelian,JL.2301.01902,CANDRA (BLESSING),Lunas,"",5760000.0,0.0
10/01/2023,Faktur Pembelian,JL.2301.01940,CANDRA (BLESSING),Lunas,"",779000.0,0.0
10/01/2023,Faktur Pembelian,JL.2301.01942,CANDRA (BLESSING),Lunas,"",556000.0,0.0
10/01/2023,Faktur Pembelian,PJL-23-01-00148,PT. Surya Makmur Kreasindo (HJ),Lunas,"",41149999.999992,0.0
11/01/2023,Faktur Pembelian,012023130861,AGUS (DORAN),Lunas,"",12960000.0,0.0
11/01/2023,Faktur Pembelian,13933,FIKTIF BELI,Lunas,"",270000.0,0.0
11/01/2023,Faktur Pembelian,00422,YOSSY (KABAR GEMBIRA),Lunas,TITIP YOSI,12680000.0,0.0
11/01/2023,Faktur Pembelian,JL.2301.02409,CANDRA (BLESSING),Lunas,"",20110000.0,0.0
11/01/2023,Faktur Pembelian,13934,CANON BALI,Lunas,"",434010.0,0.0
11/01/2023,Faktur Pembelian,JL.2301.02507,CANDRA (BLESSING),Lunas,"",7325000.0,0.0
11/01/2023,Faktur Pembelian,D/23/00036/NTB,PT SAMAMAJU PRIMA NTB,Lunas,"",45589954.41,0.0
11/01/2023,Faktur Pembelian,13939,EDO VGEN,Lunas,"",2600000.0,0.0
11/01/2023,Faktur Pembelian,13940,EDO VGEN,Lunas,"",900000.0,0.0
11/01/2023,Faktur Pembelian,001312,LILI (PLATINUM),Lunas,"",3240000.0,0.0
11/01/2023,Faktur Pembelian,00630594_036,PRIYO (K GALAXY),Lunas,"",1812500.0,0.0
11/01/2023,Faktur Pembelian,012023131940,AGUS (DORAN),Lunas,"",6375000.0,0.0
12/01/2023,Faktur Pembelian,13936,GLOBAL FIBER OPTIC,Lunas,"",7500000.0,0.0
12/01/2023,Faktur Pembelian,13937,FIKTIF BELI,Lunas,"",1580000.000045,0.0
12/01/2023,Faktur Pembelian,JL.2301.02690,CANDRA (BLESSING),Lunas,"",29894999.999998,0.0
12/01/2023,Faktur Pembelian,13941,TK WIJAYA,Lunas,"",5550000.0,0.0
12/01/2023,Faktur Pembelian,JL.2301.02981,CANDRA (BLESSING),Lunas,"",10775000.0,0.0
12/01/2023,Faktur Pembelian,012023133744,AGUS (DORAN),Lunas,"",22650000.0,0.0
12/01/2023,Faktur Pembelian,FK 1513,BETA COM,Lunas,"",39030000.0,0.0
13/01/2023,Faktur Pembelian,JL.2301.03175,CANDRA (BLESSING),Lunas,TITIPAN TGL 11 2022,78300000.000002,0.0
13/01/2023,Faktur Pembelian,13942,DANISH COMPUTER,Lunas,"",9450000.0,0.0
13/01/2023,Faktur Pembelian,JL.2301.03166,CANDRA (BLESSING),Lunas,"",21525000.0,0.0
13/01/2023,Faktur Pembelian,JL.2301.03334,CANDRA (BLESSING),Lunas,"",9940000.0,0.0
13/01/2023,Faktur Pembelian,00620820_036,PRIYO (K GALAXY),Lunas,BAYAR,11140000.0,0.0
13/01/2023,Faktur Pembelian,13944,DARMA DJ COMP,Lunas,"",6600000.0,0.0
13/01/2023,Faktur Pembelian,JL5523010558,YULI (HP CENTRE),Lunas,"",25725000.0,0.0
13/01/2023,Faktur Pembelian,13946,FIKTIF BELI,Lunas,"",215000.0,0.0
13/01/2023,Faktur Pembelian,JL.2301.03228,CANDRA (BLESSING),Lunas,"",1700000.0,0.0
13/01/2023,Faktur Pembelian,FK 1531,BETA COM,Lunas,"",8490000.0,0.0
13/01/2023,Faktur Pembelian,012023135823,AGUS (DORAN),Lunas,"",5088000.0,0.0
14/01/2023,Faktur Pembelian,JL.2301.03382,CANDRA (BLESSING),Lunas,"",15700000.0,0.0
14/01/2023,Faktur Pembelian,13947,ONLINE,Lunas,"",150000.0,0.0
14/01/2023,Faktur Pembelian,13948,ENDRA TELKOMSEL,Lunas,"",3300000.0,0.0
14/01/2023,Faktur Pembelian,JL.2301.03444,CANDRA (BLESSING),Lunas,"",6320000.0,0.0
14/01/2023,Faktur Pembelian,JL.2301.03454,CANDRA (BLESSING),Lunas,"",1180000.0,0.0
14/01/2023,Faktur Pembelian,13949,FIKTIF BELI,Lunas,"",155000.0,0.0
14/01/2023,Faktur Pembelian,301-356,DEDY CV SAS,Lunas,"",25900000.0,0.0
14/01/2023,Faktur Pembelian,00630881_036,PRIYO (K GALAXY),Lunas,"",3270000.0,0.0
14/01/2023,Faktur Pembelian,JL5523010594,YULI (HP CENTRE),Lunas,"",1700000.000001,0.0
14/01/2023,Faktur Pembelian,2301076,ANDY (JMK),Lunas,"",1848000.0,0.0
16/01/2023,Faktur Pembelian,JL.2301.03591,CANDRA (BLESSING),Lunas,"",6793000.0,0.0
16/01/2023,Faktur Pembelian,13950,PT TERA DATA INDONUSA,Lunas,"",220000.0,0.0
16/01/2023,Faktur Pembelian,JL.2301.03755,CANDRA (BLESSING),Lunas,"",11815000.0,0.0
16/01/2023,Faktur Pembelian,JL.2301.03754,CANDRA (BLESSING),Lunas,"",35445000.0,0.0
16/01/2023,Faktur Pembelian,13952,CV AIRAV,Lunas,"",532465.92,0.0
16/01/2023,Faktur Pembelian,13953,HARAPAN BARU,Lunas,"",945000.0,0.0
16/01/2023,Faktur Pembelian,13954,FIKTIF BELI,Lunas,"",450000.0,0.0
16/01/2023,Faktur Pembelian,13955,IQ TRONIK,Lunas,"",26250000.0,0.0
16/01/2023,Faktur Pembelian,13956,OBOR MAS,Lunas,"",735000.000004,0.0
16/01/2023,Faktur Pembelian,001315,LILI (PLATINUM),Lunas,"",7920000.0,0.0
16/01/2023,Faktur Pembelian,00630956_036,PRIYO (K GALAXY),Lunas,"",6960000.0,0.0
16/01/2023,Faktur Pembelian,FK 1553,BETA COM,Lunas,"",19500000.0,0.0
17/01/2023,Faktur Pembelian,13958,FIKTIF BELI,Lunas,"",240000.0,0.0
17/01/2023,Faktur Pembelian,13959,FIKTIF BELI,Lunas,"",5000000.0,0.0
17/01/2023,Faktur Pembelian,2300248,WAHANA,Lunas,"",20400000.0,0.0
17/01/2023,Faktur Pembelian,001322,LILI (PLATINUM),Lunas,"",1170000.0,0.0
17/01/2023,Faktur Pembelian,012023145513,AGUS (DORAN),Lunas,"",5390000.0,0.0
18/01/2023,Faktur Pembelian,JL.2301.04639,CANDRA (BLESSING),Lunas,"",14140000.0,0.0
18/01/2023,Faktur Pembelian,JL.2301.04636,CANDRA (BLESSING),Lunas,"",18840000.0,0.0
18/01/2023,Faktur Pembelian,13960,FIKTIF BELI,Lunas,"",400000.0,0.0
18/01/2023,Faktur Pembelian,13961,Karina Plustek,Lunas,"",3861000.0,0.0
18/01/2023,Faktur Pembelian,JL.2301.04800,CANDRA (BLESSING),Lunas,"",4725000.0,0.0
18/01/2023,Faktur Pembelian,FK 1577,BETA COM,Lunas,"",23230000.0,0.0
18/01/2023,Faktur Pembelian,13963,FIKTIF BELI,Lunas,"",930000.0,0.0
18/01/2023,Faktur Pembelian,PJL-23-01-00283,PT. Surya Makmur Kreasindo (HJ),Lunas,"",32919999.999994,0.0
18/01/2023,Faktur Pembelian,13965,ONLINE,Lunas,"",240000.0,0.0
19/01/2023,Faktur Pembelian,00631212_036,PRIYO (K GALAXY),Lunas,"SALAH KE BLESSING

UDAH DI BENRIN PAKE REK CV ",7150000.0,0.0
19/01/2023,Faktur Pembelian,JL.2301.05252,CANDRA (BLESSING),Lunas,"",7092000.0,0.0
19/01/2023,Faktur Pembelian,JL.2301.05312,CANDRA (BLESSING),Lunas,"",13480000.0,0.0
19/01/2023,Faktur Pembelian,13967,FIKTIF BELI,Lunas,"",62000.0,0.0
19/01/2023,Faktur Pembelian,13968,CANON BALI,Lunas,"",1898100.0,0.0
19/01/2023,Faktur Pembelian,13969,DARMA DJ COMP,Lunas,"",20550000.0,0.0
19/01/2023,Faktur Pembelian,13970,FIKTIF BELI,Lunas,"",200000.0,0.0
19/01/2023,Faktur Pembelian,"2301097, 23010",ANDY (JMK),Lunas,"",2925000.0,0.0
19/01/2023,Faktur Pembelian,001323,LILI (PLATINUM),Lunas,"",1010000.0,0.0
19/01/2023,Faktur Pembelian,KRM/JL00117737,WULAN (DISCOUNT NOTEBOOK),Lunas,"",904000.0,0.0
19/01/2023,Faktur Pembelian,FK 1592 ,BETA COM,Lunas,"",10410000.0,0.0
19/01/2023,Faktur Pembelian,00631213_036,PRIYO (K GALAXY),Lunas,"",5100000.0,0.0
19/01/2023,Faktur Pembelian,JL/23/01/00000169,CV. NOAH SEJAHTERA ABADI,Lunas,"",19810000.0,0.0
19/01/2023,Faktur Pembelian,012023149007,AGUS (DORAN),Lunas,"",859000.0,0.0
19/01/2023,Faktur Pembelian,012023149009,AGUS (DORAN),Lunas,"",3548635.0,0.0
20/01/2023,Faktur Pembelian,PJL-23-01-00322,PT. Surya Makmur Kreasindo (HJ),Lunas,"",41149999.999992,0.0
20/01/2023,Faktur Pembelian,FK 1595,BETA COM,Lunas,"",50334000.0,0.0
20/01/2023,Faktur Pembelian,PJL-23-01-00323,PT. Surya Makmur Kreasindo (HJ),Lunas,"",6100000.000001,0.0
20/01/2023,Faktur Pembelian,13974,ENDRA TELKOMSEL,Lunas,"",1650000.0,0.0
20/01/2023,Faktur Pembelian,JL5523010794,YULI (HP CENTRE),Lunas,"",49000000.0,0.0
20/01/2023,Faktur Pembelian,JL.2301.05772,CANDRA (BLESSING),Lunas,"",35980000.0,0.0
20/01/2023,Faktur Pembelian,13976,FIKTIF BELI,Lunas,"",450000.0,0.0
20/01/2023,Faktur Pembelian,JL.2301.05954,CANDRA (BLESSING),Lunas,"",28275000.0,0.0
20/01/2023,Faktur Pembelian,13978,FIKTIF BELI,Lunas,"",90000.0,0.0
20/01/2023,Faktur Pembelian,001325,LILI (PLATINUM),Lunas,"",9538500.0,0.0
20/01/2023,Faktur Pembelian,001326,LILI (PLATINUM),Lunas,"",6140000.0,0.0
20/01/2023,Faktur Pembelian,FK 1601,BETA COM,Lunas,"",20100000.0,0.0
20/01/2023,Faktur Pembelian,JL5523010801,YULI (HP CENTRE),Lunas,"",10500000.0,0.0
20/01/2023,Faktur Pembelian,00631284_036,PRIYO (K GALAXY),Lunas,BAYAR,26505000.0,0.0
21/01/2023,Faktur Pembelian,D/23/00074/NTB,PT SAMAMAJU PRIMA NTB,Lunas,ONGKIR 15.000 PERDUS ,3391182.9996,0.0
21/01/2023,Faktur Pembelian,13979,FIKTIF BELI,Lunas,"",720000.0,0.0
21/01/2023,Faktur Pembelian,13980,FIKTIF BELI,Lunas,"",155000.0,0.0
21/01/2023,Faktur Pembelian,13981,EDO VGEN,Lunas,"",5500000.0,0.0
21/01/2023,Faktur Pembelian,13982,TATIK (LEGENDA),Lunas,"",1949000.0,0.0
21/01/2023,Faktur Pembelian,13983,ENDRA TELKOMSEL,Lunas,"",2750000.0,0.0
21/01/2023,Faktur Pembelian,2301114,ANDY (JMK),Lunas,"",20000000.0,0.0
22/01/2023,Faktur Pembelian,13984,PT TERA DATA INDONUSA,Lunas,"",200000.0,0.0
22/01/2023,Faktur Pembelian,13985,DARMA DJ COMP,Lunas,"",31350000.0,0.0
22/01/2023,Faktur Pembelian,13986,FIKTIF BELI,Lunas,"",104000.0,0.0
23/01/2023,Faktur Pembelian,13987,FIKTIF BELI,Lunas,"",7500000.0,0.0
23/01/2023,Faktur Pembelian,13988,FIKTIF BELI,Lunas,"",720000.0,0.0
23/01/2023,Faktur Pembelian,JL.2301.06352,CANDRA (BLESSING),Lunas,"",2690000.0,0.0
23/01/2023,Faktur Pembelian,JL.2301.06394,CANDRA (BLESSING),Lunas,"",25065000.0,0.0
23/01/2023,Faktur Pembelian,JL.2301.06431,CANDRA (BLESSING),Lunas,"",9775000.0,0.0
23/01/2023,Faktur Pembelian,JL.2301.06484,CANDRA (BLESSING),Lunas,"",6134000.0,0.0
23/01/2023,Faktur Pembelian,13989,PT TERA DATA INDONUSA,Lunas,"",200000.0,0.0
23/01/2023,Faktur Pembelian,2300351,WAHANA,Lunas,"",16300000.0,0.0
23/01/2023,Faktur Pembelian,012023155506,AGUS (DORAN),Lunas,"",5700000.0,0.0
23/01/2023,Faktur Pembelian,012023155241,AGUS (DORAN),Lunas,"",27180000.0,0.0
24/01/2023,Faktur Pembelian,13990,FIKTIF BELI,Lunas,"",150000.0,0.0
24/01/2023,Faktur Pembelian,JL5523010897,YULI (HP CENTRE),Lunas,"",14000000.0,0.0
24/01/2023,Faktur Pembelian,JL.2301.06873,CANDRA (BLESSING),Lunas,"",28963000.0,0.0
24/01/2023,Faktur Pembelian,13992,FIKTIF BELI,Lunas,"",720000.0,0.0
24/01/2023,Faktur Pembelian,13993,KO ROBBY,Lunas,"",458399.9412,0.0
24/01/2023,Faktur Pembelian,13994,FIKTIF BELI,Lunas,"",480000.0,0.0
25/01/2023,Faktur Pembelian,D/23/00091/NTB,PT SAMAMAJU PRIMA NTB,Lunas,"",13740843.0,0.0
25/01/2023,Faktur Pembelian,D/23/00090/NTB,PT SAMAMAJU PRIMA NTB,Lunas,"",44131017.5,0.0
25/01/2023,Faktur Pembelian,D/23/00103/NTB,PT SAMAMAJU PRIMA NTB,Lunas,"",9575904.0,0.0
25/01/2023,Faktur Pembelian,JL.2301.07369,CANDRA (BLESSING),Lunas,"",12850000.0,0.0
25/01/2023,Faktur Pembelian,JL.2301.07339,CANDRA (BLESSING),Lunas,"",8640000.0,0.0
25/01/2023,Faktur Pembelian,13995,FIKTIF BELI,Lunas,"",665000.0,0.0
25/01/2023,Faktur Pembelian,00631598_036,PRIYO (K GALAXY),Lunas,"",2486000.0,0.0
25/01/2023,Faktur Pembelian,2301127,ANDY (JMK),Lunas,"",2240000.0,0.0
25/01/2023,Faktur Pembelian,JL5523010977,YULI (HP CENTRE),Lunas,"",18090000.0,0.0
26/01/2023,Faktur Pembelian,13996,CANON BALI,Lunas,"",3096900.0,0.0
26/01/2023,Faktur Pembelian,13997,DANISH COMPUTER,Lunas,"",9450000.0,0.0
26/01/2023,Faktur Pembelian,JL.2301.07671,CANDRA (BLESSING),Lunas,"",22384000.0,0.0
26/01/2023,Faktur Pembelian,13998,CV SARANA DUTA SOLUSINDO,Lunas,"",2234414.0,0.0
26/01/2023,Faktur Pembelian,13999,CV SARANA DUTA SOLUSINDO,Lunas,"",3122445.0,0.0
26/01/2023,Faktur Pembelian,14000,ANDRIANY MUSTIKA SARI (cencen),Lunas,"",13770500.0,0.0
26/01/2023,Faktur Pembelian,001239,LILI (PLATINUM),Lunas,BAYAR,580000.0,0.0
26/01/2023,Faktur Pembelian,001328,LILI (PLATINUM),Lunas,BAYAR,5497000.0,0.0
27/01/2023,Faktur Pembelian,14001,ATM SURABAYA,Lunas,"",9410000.0,0.0
27/01/2023,Faktur Pembelian,14002,FIKTIF BELI,Lunas,"",150000.0,0.0
27/01/2023,Faktur Pembelian,0220230017,AGUS (DORAN),Lunas,"",23865000.0,0.0
27/01/2023,Faktur Pembelian,14005,FIKTIF BELI,Lunas,"",499999.999998,0.0
27/01/2023,Faktur Pembelian,KRM/JL00118088,WULAN (DISCOUNT NOTEBOOK),Lunas,"",392000.0,0.0
27/01/2023,Faktur Pembelian,2300467,WAHANA,Lunas,"",8165000.0,0.0
27/01/2023,Faktur Pembelian,001331,LILI (PLATINUM),Lunas,BAYAR,1680000.0,0.0
27/01/2023,Faktur Pembelian,001332,LILI (PLATINUM),Lunas,BAYAR,870000.0,0.0
28/01/2023,Faktur Pembelian,JL.2301.08430,CANDRA (BLESSING),Lunas,"",42680000.0,0.0
28/01/2023,Faktur Pembelian,KRM/JL00117978,WULAN (DISCOUNT NOTEBOOK),Lunas,"",212000.0,0.0
28/01/2023,Faktur Pembelian,14007,FIKTIF BELI,Lunas,"",20000.0,0.0
28/01/2023,Faktur Pembelian,14008,ONLINE,Lunas,"",380000.0,0.0
28/01/2023,Faktur Pembelian,001336,LILI (PLATINUM),Lunas,BAYAR,240000.0,0.0
28/01/2023,Faktur Pembelian,14031,TIMBUL SUBUR PLASTIK,Lunas,"",2946000.0,0.0
29/01/2023,Faktur Pembelian,14009,FIKTIF BELI,Lunas,"",160000.0,0.0
30/01/2023,Faktur Pembelian,JL.2301.08902,CANDRA (BLESSING),Lunas,"",41380000.0,0.0
30/01/2023,Faktur Pembelian,14010,FIKTIF BELI,Lunas,"",337500.0,0.0
30/01/2023,Faktur Pembelian,JL.2301.09088,CANDRA (BLESSING),Lunas,"",1425000.0,0.0
30/01/2023,Faktur Pembelian,14011,ONLINE,Lunas,"",500000.0,0.0
30/01/2023,Faktur Pembelian,14012,FIKTIF BELI,Lunas,"",400000.0,0.0
30/01/2023,Faktur Pembelian,14013,FIKTIF BELI,Lunas,"",1225000.0,0.0
30/01/2023,Faktur Pembelian,JL.2301.09112,CANDRA (BLESSING),Lunas,"",9775000.0,0.0
30/01/2023,Faktur Pembelian,14014,FIKTIF BELI,Lunas,"",80000.0,0.0
30/01/2023,Faktur Pembelian,14015,FUAD LENGA BARU,Lunas,"",375000.0,0.0
30/01/2023,Faktur Pembelian,14016,CANON BALI,Lunas,"",374625.0,0.0
30/01/2023,Faktur Pembelian,00631872_036,PRIYO (K GALAXY),Lunas,"",1075000.0,0.0
30/01/2023,Faktur Pembelian,NJL-EX1/300123/026,PT. INDO WARNA MULIA ( ALFA INK ),Lunas,"",1026000.0,0.0
30/01/2023,Faktur Pembelian,NJL-EX1/300123/006,PT. INDO WARNA MULIA ( ALFA INK ),Lunas,"",2241600.0,0.0
31/01/2023,Faktur Pembelian,14017,FIKTIF BELI,Lunas,"",200000.0,0.0
31/01/2023,Faktur Pembelian,JL.2301.09559,CANDRA (BLESSING),Lunas,BAYAR,13050000.0,0.0
31/01/2023,Faktur Pembelian,JL.2301.09556,CANDRA (BLESSING),Lunas,BAYAR,4400000.0,0.0
31/01/2023,Faktur Pembelian,JL.2301.09525,CANDRA (BLESSING),Lunas,"",7840000.0,0.0
31/01/2023,Faktur Pembelian,JL5523011180,YULI (HP CENTRE),Lunas,"",2368200.0,0.0
31/01/2023,Faktur Pembelian,JL5523011192,YULI (HP CENTRE),Lunas,"",46200000.0,0.0
31/01/2023,Faktur Pembelian,001341,LILI (PLATINUM),Lunas,BAYAR,10600000.0,0.0
31/01/2023,Faktur Pembelian,14040,ANDRIANY MUSTIKA SARI (cencen),Lunas,"",5885000.0,0.0
01/02/2023,Faktur Pembelian,14018,TATIK (LEGENDA),Lunas,"",5050000.0,0.0
01/02/2023,Faktur Pembelian,14019,EKO HASAN,Lunas,"",456000.0,0.0
01/02/2023,Faktur Pembelian,14020,FIKTIF BELI,Lunas,"",165000.0,0.0
01/02/2023,Faktur Pembelian,14021,FIKTIF BELI,Lunas,"",720000.0,0.0
01/02/2023,Faktur Pembelian,14022,FIKTIF BELI,Lunas,"",120000.0,0.0
01/02/2023,Faktur Pembelian,0220230104,AGUS (DORAN),Lunas,"",1915000.0,0.0
01/02/2023,Faktur Pembelian,JL5523020020,YULI (HP CENTRE),Lunas,"",1270000.0,0.0
02/02/2023,Faktur Pembelian,14023,FIKTIF BELI,Lunas,"",425000.0,0.0
02/02/2023,Faktur Pembelian,14024,FIKTIF BELI,Lunas,"",1180000.0,0.0
02/02/2023,Faktur Pembelian,JL.2302.00877,CANDRA (BLESSING),Lunas,"",12215000.0,0.0
02/02/2023,Faktur Pembelian,14025,CANON BALI,Lunas,"",333900.0,0.0
03/02/2023,Faktur Pembelian,14026,FIKTIF BELI,Lunas,"",120000.0,0.0
03/02/2023,Faktur Pembelian,JL.2301.01108,CANDRA (BLESSING),Lunas,"",11895000.0,0.0
03/02/2023,Faktur Pembelian,14027,EKO HASAN,Lunas,"",266000.0,0.0
03/02/2023,Faktur Pembelian,14028,FIKTIF BELI,Lunas,"",90000.0,0.0
03/02/2023,Faktur Pembelian,JL.2302.01293,CANDRA (BLESSING),Lunas,"",6740000.0,0.0
03/02/2023,Faktur Pembelian,JL.2302.01398,CANDRA (BLESSING),Lunas,BAYAR ,25810000.0,0.0
03/02/2023,Faktur Pembelian,001347,LILI (PLATINUM),Lunas,BAYAR,730000.0,0.0
03/02/2023,Faktur Pembelian,00632254_036,PRIYO (K GALAXY),Lunas,"",1900000.0,0.0
04/02/2023,Faktur Pembelian,PJL-23-02-00084,PT. Surya Makmur Kreasindo (HJ),Lunas,"",53399999.999987,0.0
04/02/2023,Faktur Pembelian,14030,TIMBUL SUBUR PLASTIK,Lunas,"",131500.0,0.0
04/02/2023,Faktur Pembelian,14032,FIKTIF BELI,Lunas,"",155000.0,0.0
04/02/2023,Faktur Pembelian,14033,FIKTIF BELI,Lunas,"",420000.0,0.0
04/02/2023,Faktur Pembelian,2300637,WAHANA,Lunas,"",8250000.0,0.0
04/02/2023,Faktur Pembelian,0220239288,AGUS (DORAN),Lunas,"",1780000.0,0.0
06/02/2023,Faktur Pembelian,JL.2302.01930,CANDRA (BLESSING),Lunas,"",19200000.0,0.0
06/02/2023,Faktur Pembelian,14035,TATIK (LEGENDA),Lunas,"",0.0,0.0
06/02/2023,Faktur Pembelian,JL.2302.01845,CANDRA (BLESSING),Lunas,"",3000000.0,0.0
06/02/2023,Faktur Pembelian,JL.2302.02329,CANDRA (BLESSING),Lunas,"",18605000.0,0.0
06/02/2023,Faktur Pembelian,2300707,WAHANA,Lunas,"",5893000.0,0.0
06/02/2023,Faktur Pembelian,14038,CV SARANA DUTA SOLUSINDO,Lunas,"",1506472.0,0.0
06/02/2023,Faktur Pembelian,PJL-23-02-00102,PT. Surya Makmur Kreasindo (HJ),Lunas,"",5950000.0,0.0
06/02/2023,Faktur Pembelian,2302076,CV. BALI IT SOLUSI (ENY),Lunas,"",28400000.0,0.0
06/02/2023,Faktur Pembelian,FK 1739,BETA COM,Lunas,"",9264000.0,0.0
06/02/2023,Faktur Pembelian,JL202300000710,EDISON ATK,Lunas,"",3234000.0,0.0
07/02/2023,Faktur Pembelian,PJL-23-02-00130,PT. Surya Makmur Kreasindo (HJ),Lunas,"",4300000.0,0.0
07/02/2023,Faktur Pembelian,SO23020393,CV SARANA DUTA SOLUSINDO,Lunas,"",7725638.0,0.0
07/02/2023,Faktur Pembelian,SO23020359,CV SARANA DUTA SOLUSINDO,Lunas,"",6131442.0,0.0
07/02/2023,Faktur Pembelian,14041,FIKTIF BELI,Lunas,"",90000.0,0.0
07/02/2023,Faktur Pembelian,14042,FIKTIF BELI,Lunas,"",400000.0,0.0
07/02/2023,Faktur Pembelian,JL.2302.02503,CANDRA (BLESSING),Lunas,"",1182000.0,0.0
07/02/2023,Faktur Pembelian,02202316758,AGUS (DORAN),Lunas,"",20840000.0,0.0
08/02/2023,Faktur Pembelian,JL.2302.02796,CANDRA (BLESSING),Lunas,"",5485000.0,0.0
08/02/2023,Faktur Pembelian,JL.2302.02812,CANDRA (BLESSING),Lunas,"",6320000.0,0.0
08/02/2023,Faktur Pembelian,JL.2302.02896,CANDRA (BLESSING),Lunas,"",9905000.0,0.0
08/02/2023,Faktur Pembelian,C2302080014,DB KLIK,Lunas,"",4280000.0,0.0
08/02/2023,Faktur Pembelian,FK 1771,BETA COM,Lunas,"",14450000.0,0.0
08/02/2023,Faktur Pembelian,JL.2302.03064,CANDRA (BLESSING),Lunas,"",12425000.0,0.0
08/02/2023,Faktur Pembelian,JL.2302.03175,CANDRA (BLESSING),Lunas,"",13140000.0,0.0
08/02/2023,Faktur Pembelian,JL202300000613,EDISON ATK,Lunas,"",6100000.0,0.0
