Tanggal,Tipe Transaksi,Nomor Transaksi,Nama Panggilan,Status Hari Ini,Memo,Total,Sisa Tagihan
05/07/2025,Faktur Pembelian,JL.2507.01753,CANDRA (BLESSING),Lunas,"MASUK

BAYAR",11100000.0,0.0
05/07/2025,Faktur Pembelian,JL.2507.01757,CANDRA (BLESSING),Lunas,"MASUK

BAYAR",13370000.0,0.0
05/07/2025,Faktur Pembelian,PJL-25-07-00104,PT. Surya Makmur Kreasindo (HJ),Lunas,"",7325000.0,0.0
05/07/2025,Faktur Pembelian,ONLINE SBY / INV/2025/132608,WULAN (DISCOUNT NOTEBOOK),Lunas,"",1982000.0,0.0
05/07/2025,Faktur Pembelian,ONLINE SBY / INV/2025/132681,WULAN (DISCOUNT NOTEBOOK),Lunas,"",560000.0,0.0
05/07/2025,Faktur Pembelian,JL5525070195,YULI (HP CENTRE),Lunas,"",2450000.0,0.0
05/07/2025,Faktur Pembelian,JL202500003220,EDISON ATK,Lunas,"",7040000.0,0.0
06/07/2025,Faktur Pembelian,16668,HARAPAN BARU,Lunas,"",1800000.0,0.0
06/07/2025,Faktur Pembelian,16670,PT TERA DATA INDONUSA,Lunas,"",440000.0,0.0
06/07/2025,Faktur Pembelian,16671,ONLINE,Lunas,"",1200000.0,0.0
06/07/2025,Faktur Pembelian,16672,FIKTIF BELI,Lunas,"",59500.0,0.0
06/07/2025,Faktur Pembelian,16673,FIKTIF BELI,Lunas,"",255000.0,0.0
06/07/2025,Faktur Pembelian,16674,ONLINE,Lunas,"",2100000.0,0.0
06/07/2025,Faktur Pembelian,16675,ONLINE,Lunas,"",115000.0,0.0
06/07/2025,Faktur Pembelian,16676,FIKTIF BELI,Lunas,"",95000.0,0.0
06/07/2025,Faktur Pembelian,16678,FIKTIF BELI,Lunas,"",15000.0,0.0
06/07/2025,Faktur Pembelian,16679,FIKTIF BELI,Lunas,"",516000.0,0.0
06/07/2025,Faktur Pembelian,16680,FIKTIF BELI,Lunas,"",172000.0,0.0
06/07/2025,Faktur Pembelian,16681,FIKTIF BELI,Lunas,"",57000.0,0.0
06/07/2025,Faktur Pembelian,16682,FIKTIF BELI,Lunas,"",825000.0,0.0
06/07/2025,Faktur Pembelian,16683,FIKTIF BELI,Lunas,"",325000.0,0.0
06/07/2025,Faktur Pembelian,16684,FIKTIF BELI,Lunas,"",56000.0,0.0
06/07/2025,Faktur Pembelian,16685,FIKTIF BELI,Lunas,"",200000.0,0.0
06/07/2025,Faktur Pembelian,16686,FIKTIF BELI,Lunas,"",250000.0,0.0
06/07/2025,Faktur Pembelian,16687,FIKTIF BELI,Lunas,"",450000.0,0.0
07/07/2025,Faktur Pembelian,16688,FIKTIF BELI,Lunas,"",5140000.0,0.0
07/07/2025,Faktur Pembelian,16689,KETUT DUARAYASA SUPLAYER,Lunas,"",725000.0,0.0
07/07/2025,Faktur Pembelian,16691,FIKTIF BELI,Lunas,"",55000.0,0.0
07/07/2025,Faktur Pembelian,PJL-25-07-00132,PT. Surya Makmur Kreasindo (HJ),Lunas,"",19950000.0,0.0
07/07/2025,Faktur Pembelian,JL.2507.02155,CANDRA (BLESSING),Lunas,MASUK,6095000.0,0.0
07/07/2025,Faktur Pembelian,JL.2507.02003,CANDRA (BLESSING),Lunas,MASUK,385000.0,0.0
07/07/2025,Faktur Pembelian,JN-N/SBY//080725/002,PT. INDO WARNA MULIA ( ALFA INK ),Lunas,"",6231000.0,0.0
07/07/2025,Faktur Pembelian,002166,LILI (PLATINUM),Lunas,"",14310000.0,0.0
08/07/2025,Faktur Pembelian,JL.2507.02631,CANDRA (BLESSING),Lunas,MASUK ,3055000.0,0.0
08/07/2025,Faktur Pembelian,JL.2507.02735,CANDRA (BLESSING),Lunas,MASUK ,7130000.0,0.0
08/07/2025,Faktur Pembelian,JL.2507.02601,CANDRA (BLESSING),Lunas,MASUK,3158000.0,0.0
08/07/2025,Faktur Pembelian,JL.2507.02602,CANDRA (BLESSING),Lunas,MASUK,4525000.0,0.0
08/07/2025,Faktur Pembelian,JL.2507.02849,CANDRA (BLESSING),Lunas,MASUK,9640000.0,0.0
08/07/2025,Faktur Pembelian,JL.2507.02850,CANDRA (BLESSING),Lunas,MASUK,8255000.0,0.0
08/07/2025,Faktur Pembelian,JL.2507.02852,CANDRA (BLESSING),Lunas,MASUK,6925000.0,0.0
08/07/2025,Faktur Pembelian,JL.2507.02945,CANDRA (BLESSING),Lunas,MASUK,495000.0,0.0
08/07/2025,Faktur Pembelian,FK 1300,BETA COM,Lunas,"",3420000.0,0.0
08/07/2025,Faktur Pembelian,ONLIE SBY /INV/2025/134558,WULAN (DISCOUNT NOTEBOOK),Lunas,"",837000.0,0.0
08/07/2025,Faktur Pembelian,00692783_036,PRIYO (K GALAXY),Lunas,"",1080000.0,0.0
09/07/2025,Faktur Pembelian,16695,FIKTIF BELI,Lunas,"",530000.0,0.0
09/07/2025,Faktur Pembelian,16696,ONLINE,Lunas,"",490000.0,0.0
09/07/2025,Faktur Pembelian,JL.2507.03235,CANDRA (BLESSING),Lunas,MASUK,400000.0,0.0
09/07/2025,Faktur Pembelian,ONLINE SBY / INV/2025/135232,WULAN (DISCOUNT NOTEBOOK),Lunas,"",433000.0,0.0
09/07/2025,Faktur Pembelian,JKT-JKT01A-PC25072023,AGRES IT,Lunas,"",131250000.0,0.0
09/07/2025,Faktur Pembelian,JKT-JKT01A-NC25070281,AGRES IT,Lunas,"",61600000.0,0.0
09/07/2025,Faktur Pembelian,JKT-JKT01A-PC25071825,AGRES IT,Lunas,"",162775000.0,0.0
10/07/2025,Faktur Pembelian,JL.2507.03246,CANDRA (BLESSING),Lunas,MASUK ,14010000.0,0.0
10/07/2025,Faktur Pembelian,16700,TE2 COMPUTER SURABAYA,Lunas,"",2900000.0,0.0
10/07/2025,Faktur Pembelian,16701,ANDY (JMK),Lunas,"",4530000.0,0.0
10/07/2025,Faktur Pembelian,JL.2507.03525,CANDRA (BLESSING),Lunas,"MASUK

BAYAR",5556000.0,0.0
10/07/2025,Faktur Pembelian,JL.2507.03729,CANDRA (BLESSING),Lunas,MASUK,18500000.0,0.0
10/07/2025,Faktur Pembelian,JL.2507.03819,CANDRA (BLESSING),Lunas,MASUK,23100000.0,0.0
10/07/2025,Faktur Pembelian,JL.2507.03820,CANDRA (BLESSING),Lunas,"MASUK

BAYAR",478000.0,0.0
10/07/2025,Faktur Pembelian,16703,FIKTIF BELI,Lunas,"",156000.0,0.0
10/07/2025,Faktur Pembelian,07202555062,AGUS (DORAN),Lunas,"",24000000.0,0.0
10/07/2025,Faktur Pembelian,JL5525070428,YULI (HP CENTRE),Lunas,"",1600000.0,0.0
11/07/2025,Faktur Pembelian,JL.2507.04040,CANDRA (BLESSING),Lunas,MASUK ,980000.0,0.0
11/07/2025,Faktur Pembelian,PJL-25-07-00221,PT. Surya Makmur Kreasindo (HJ),Lunas,"",24375000.0,0.0
11/07/2025,Faktur Pembelian,JL.2507.04105,CANDRA (BLESSING),Lunas,MASUK ,23125000.0,0.0
11/07/2025,Faktur Pembelian,JL.2507.04169,CANDRA (BLESSING),Lunas,MASUK ,2520000.0,0.0
11/07/2025,Faktur Pembelian,16705,FIKTIF BELI,Lunas,"",265000.0,0.0
11/07/2025,Faktur Pembelian,JL.2507.04155,CANDRA (BLESSING),Lunas,MASUK ,10590000.0,0.0
11/07/2025,Faktur Pembelian,JL.2507.04042,CANDRA (BLESSING),Lunas,MASUK,7845000.0,0.0
11/07/2025,Faktur Pembelian,002169,LILI (PLATINUM),Lunas,BAYAR,660000.0,0.0
11/07/2025,Faktur Pembelian,00693014_036,PRIYO (K GALAXY),Lunas,"",585000.0,0.0
11/07/2025,Faktur Pembelian,6550,GUDANG AKSESORIES SURABAYA (KURNIAWAN),Lunas,"",3600000.0,0.0
11/07/2025,Faktur Pembelian,00693017_036,PRIYO (K GALAXY),Lunas,"",1850000.0,0.0
11/07/2025,Faktur Pembelian,SBY-2507-0059,GUDANG AKSESORIES SURABAYA (KURNIAWAN),Lunas,"",432500.0,0.0
12/07/2025,Faktur Pembelian,JL5525070513,YULI (HP CENTRE),Lunas,MASUK,46000000.0,0.0
12/07/2025,Faktur Pembelian,JL.2507.04480,CANDRA (BLESSING),Lunas,MASUK,7835000.0,0.0
12/07/2025,Faktur Pembelian,JL.2507.04477,CANDRA (BLESSING),Lunas,MASUK,1095000.0,0.0
12/07/2025,Faktur Pembelian,JKT-JKT01A-NC25070403,AGRES IT,Lunas,"",18400000.0,0.0
12/07/2025,Faktur Pembelian,JKT-JKT01A-PC25072649,AGRES IT,Lunas,"",13875000.0,0.0
13/07/2025,Faktur Pembelian,002170,LILI (PLATINUM),Lunas,BAYAR,845000.0,0.0
14/07/2025,Faktur Pembelian,JL.2507.04895,CANDRA (BLESSING),Lunas,BELUM ,3742000.0,0.0
14/07/2025,Faktur Pembelian,JL.2507.04872,CANDRA (BLESSING),Lunas,BELUM ,8255000.0,0.0
14/07/2025,Faktur Pembelian,JL.2507.05118,CANDRA (BLESSING),Lunas,BELUM ,11270000.0,0.0
14/07/2025,Faktur Pembelian,JL.2507.05124,CANDRA (BLESSING),Lunas,BELUM ,695000.0,0.0
14/07/2025,Faktur Pembelian,JL.2507.05152,CANDRA (BLESSING),Lunas,BELUM ,10890000.0,0.0
14/07/2025,Faktur Pembelian,PJL-25-07-00268,PT. Surya Makmur Kreasindo (HJ),Lunas,"",29925000.0,0.0
14/07/2025,Faktur Pembelian,25030433,DWI DUTA SARANA COMPUTER SURABAYA,Lunas,"",2950000.0,0.0
14/07/2025,Faktur Pembelian,07202573844,AGUS (DORAN),Lunas,"",3750000.0,0.0
14/07/2025,Faktur Pembelian,JKT-JKT01A-PC25072956,AGRES IT,Lunas,"",47400000.0,0.0
14/07/2025,Faktur Pembelian,PJL-25-07-00270,PT. Surya Makmur Kreasindo (HJ),Lunas,"",7200000.0,0.0
14/07/2025,Faktur Pembelian,JL5525070595,YULI (HP CENTRE),Lunas,"",3696000.0,0.0
14/07/2025,Faktur Pembelian,FK 1369,BETA COM,Lunas,"",14625000.0,0.0
14/07/2025,Faktur Pembelian,JKT-JKT01A-NC25070449,AGRES IT,Lunas,"",39400000.0,0.0
14/07/2025,Faktur Pembelian,JKT-JKT01A-PC25072988,AGRES IT,Lunas,BAYAR 11 8 25,29000000.0,0.0
14/07/2025,Faktur Pembelian,FK 1371,BETA COM,Lunas,"",45984000.0,0.0
15/07/2025,Faktur Pembelian,002168,LILI (PLATINUM),Lunas,BAYAR,200000.0,0.0
15/07/2025,Faktur Pembelian,JL.2507.05550,CANDRA (BLESSING),Lunas,MASUK,12020000.0,0.0
15/07/2025,Faktur Pembelian,JL.2507.05552,CANDRA (BLESSING),Lunas,"MASUK

BAYAR
",5295000.0,0.0
15/07/2025,Faktur Pembelian,16711,ONLINE,Lunas,"",148000.0,0.0
15/07/2025,Faktur Pembelian,16712,ONLINE,Lunas,"",288000.0,0.0
15/07/2025,Faktur Pembelian,16713,ONLINE,Lunas,"",377000.0,0.0
15/07/2025,Faktur Pembelian,JL.2507.05694,CANDRA (BLESSING),Lunas,"MASUK

BAYAR",23125000.0,0.0
15/07/2025,Faktur Pembelian,16715,AGRES IT,Lunas,"",0.0,0.0
15/07/2025,Faktur Pembelian,16716,FIKTIF BELI,Lunas,"",372000.0,0.0
15/07/2025,Faktur Pembelian,JA/25/07/0075,ELMI COM,Lunas,"",5050000.0,0.0
15/07/2025,Faktur Pembelian,JA/25/07/0038,ELMI COM,Lunas,"",800000.0,0.0
15/07/2025,Faktur Pembelian,JK/25/07/0074,ELMI COM,Lunas,"",9750000.0,0.0
15/07/2025,Faktur Pembelian,07202583077,AGUS (DORAN),Lunas,"",13665000.0,0.0
15/07/2025,Faktur Pembelian,25030657,DWI DUTA SARANA COMPUTER SURABAYA,Lunas,"",7160000.0,0.0
15/07/2025,Faktur Pembelian,ONLINE SBY / INV /2025 / 139749,WULAN (DISCOUNT NOTEBOOK),Lunas,"",130000.0,0.0
15/07/2025,Faktur Pembelian,002173,LILI (PLATINUM),Lunas,BAYAR,3950000.0,0.0
16/07/2025,Faktur Pembelian,JL5525070741,YULI (HP CENTRE),Lunas,BAYAR,27900000.0,0.0
16/07/2025,Faktur Pembelian,JL.2507.06101,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR",11100000.0,0.0
16/07/2025,Faktur Pembelian,JL.2507.06103,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR",5575000.0,0.0
16/07/2025,Faktur Pembelian,16721,ONLINE,Lunas,"",150000.0,0.0
16/07/2025,Faktur Pembelian,0000786/07/25,TATIK (LEGENDA),Lunas,"MASUK
VIA BIMA PERMAI ",1475000.0,0.0
16/07/2025,Faktur Pembelian,JL.2507.06164,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR",2365000.0,0.0
16/07/2025,Faktur Pembelian,ACJ01/01/FP/2507/AF00028,PT. ANGKASA CERAH JAYA,Lunas,MASUK ,24150000.0,0.0
16/07/2025,Faktur Pembelian,ACJ01/01/FP/2507/AF00030,PT. ANGKASA CERAH JAYA,Lunas,MASUK ,17100000.0,0.0
16/07/2025,Faktur Pembelian,16725,ONLINE,Lunas,"",230000.0,0.0
16/07/2025,Faktur Pembelian,JL.2507.05945,CANDRA (BLESSING),Lunas,"MASUK

BAYAR",5295000.0,0.0
16/07/2025,Faktur Pembelian,JL.2507.06256,CANDRA (BLESSING),Lunas,MASUK,19880000.0,0.0
16/07/2025,Faktur Pembelian,JL.2507.06282,CANDRA (BLESSING),Lunas,MASUK,10890000.0,0.0
16/07/2025,Faktur Pembelian,00693513_036,PRIYO (K GALAXY),Lunas,"",2385000.0,0.0
16/07/2025,Faktur Pembelian,FK 1402,BETA COM,Lunas,MASUK,19940000.0,0.0
16/07/2025,Faktur Pembelian,002174,LILI (PLATINUM),Lunas,BAYAR,390000.0,0.0
16/07/2025,Faktur Pembelian,JL5525070734,YULI (HP CENTRE),Lunas,"",53000000.0,0.0
16/07/2025,Faktur Pembelian,00693448_036,PRIYO (K GALAXY),Lunas,"",2920000.0,0.0
17/07/2025,Faktur Pembelian,16726,FIKTIF BELI,Lunas,"",124000.0,0.0
17/07/2025,Faktur Pembelian,16727,FIKTIF BELI,Lunas,"",124000.0,0.0
17/07/2025,Faktur Pembelian,JL.2507.06755,CANDRA (BLESSING),Lunas,MASUK ,580000.0,0.0
17/07/2025,Faktur Pembelian,JL.2507.06771,CANDRA (BLESSING),Lunas,MASUK ,4420000.0,0.0
17/07/2025,Faktur Pembelian,JL.2507.06383,CANDRA (BLESSING),Lunas,"MASUK

BAYAR",38700000.0,0.0
17/07/2025,Faktur Pembelian,16731,FIKTIF BELI,Lunas,"",124000.0,0.0
17/07/2025,Faktur Pembelian,JL.2507.06654,CANDRA (BLESSING),Lunas,MASUK,10070000.0,0.0
17/07/2025,Faktur Pembelian,D/25/01067/NTB,PT SAMAMAJU PRIMA NTB,Lunas,"",3503931.0,0.0
17/07/2025,Faktur Pembelian,D/25/0165/NTB,PT SAMAMAJU PRIMA NTB,Lunas,"",32853644.0,0.0
17/07/2025,Faktur Pembelian,JL.2507.06701,CANDRA (BLESSING),Lunas,"MASUK

BENAR

BAYAR",26250000.0,0.0
17/07/2025,Faktur Pembelian,6569,GUDANG AKSESORIES SURABAYA (KURNIAWAN),Lunas,RUSAK 4 PCS POTONG NOTA,10220000.0,0.0
17/07/2025,Faktur Pembelian,JL5525070774,YULI (HP CENTRE),Lunas,"",3109000.0,0.0
17/07/2025,Faktur Pembelian,002175,LILI (PLATINUM),Lunas,"KURANG 1

BAYAR",7200000.0,0.0
17/07/2025,Faktur Pembelian,JL5525070753,YULI (HP CENTRE),Lunas,BAYAR ,22800000.0,0.0
17/07/2025,Faktur Pembelian,JL5525070754,YULI (HP CENTRE),Lunas,BAYAR,11250000.0,0.0
17/07/2025,Faktur Pembelian,JL5525070786,YULI (HP CENTRE),Lunas,"",1270000.0,0.0
18/07/2025,Faktur Pembelian,PJL-25-07-00401,PT. Surya Makmur Kreasindo (HJ),Lunas,"",17030000.0,0.0
18/07/2025,Faktur Pembelian,16732,PT. PRIMALAYAN CITRA MANDIRI,Lunas,"",2227770.0,0.0
18/07/2025,Faktur Pembelian,16733,FIKTIF BELI,Lunas,"",4700000.0,0.0
18/07/2025,Faktur Pembelian,JL.2507.06950,CANDRA (BLESSING),Lunas,MASUK ,5680000.0,0.0
18/07/2025,Faktur Pembelian,JL.2507.06856,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR",28375000.0,0.0
18/07/2025,Faktur Pembelian,16734,IQ TRONIK,Lunas,"",12480000.0,0.0
18/07/2025,Faktur Pembelian,JL.2507.06846,CANDRA (BLESSING),Lunas,MASUK ,2125000.0,0.0
18/07/2025,Faktur Pembelian,16735,FIKTIF BELI,Lunas,"",124000.0,0.0
18/07/2025,Faktur Pembelian,16736,FIKTIF BELI,Lunas,"",128000.0,0.0
18/07/2025,Faktur Pembelian,JL.2507.07045,CANDRA (BLESSING),Lunas,MASUK ,460000.0,0.0
18/07/2025,Faktur Pembelian,JL.2507.06958,CANDRA (BLESSING),Lunas,MASUK,1800000.0,0.0
18/07/2025,Faktur Pembelian,JL.2507.06830,CANDRA (BLESSING),Lunas,MASUK,1392000.0,0.0
18/07/2025,Faktur Pembelian,JL.2507.06977,CANDRA (BLESSING),Lunas,MASUK,207000.0,0.0
18/07/2025,Faktur Pembelian,002177,LILI (PLATINUM),Lunas,BAYAR,7740000.0,0.0
18/07/2025,Faktur Pembelian,JN-N/SBY//160725/003,PT. INDO WARNA MULIA ( ALFA INK ),Lunas,BAYAR 27 8 2025,2500000.0,0.0
18/07/2025,Faktur Pembelian,16784,TIMBUL SUBUR PLASTIK,Lunas,"",8540000.0,0.0
18/07/2025,Faktur Pembelian,HK 001306,PIGURA KITA ( AMIN ),Lunas,"",9900000.0,0.0
18/07/2025,Faktur Pembelian,JKT-JKT01A-PC25074248,AGRES IT,Lunas,"",0.0,0.0
19/07/2025,Faktur Pembelian,16737,FIKTIF BELI,Lunas,"",700000.0,0.0
19/07/2025,Faktur Pembelian,JL.2507.07285,CANDRA (BLESSING),Lunas,MASUK ,628000.0,0.0
19/07/2025,Faktur Pembelian,072025103395,AGUS (DORAN),Lunas,"",3750000.0,0.0
19/07/2025,Faktur Pembelian,FK 1441,BETA COM,Lunas,"",10500000.0,0.0
20/07/2025,Faktur Pembelian,16740,FIKTIF BELI,Lunas,"",11730000.0,0.0
20/07/2025,Faktur Pembelian,16741,FIKTIF BELI,Lunas,"",1279999.9998,0.0
20/07/2025,Faktur Pembelian,16742,FIKTIF BELI,Lunas,"",7665000.0021,0.0
20/07/2025,Faktur Pembelian,16743,FIKTIF BELI,Lunas,"",11900000.0,0.0
20/07/2025,Faktur Pembelian,16745,FIKTIF BELI,Lunas,"",300000.0,0.0
21/07/2025,Faktur Pembelian,FK 1447,BETA COM,Lunas,MASUK,25980000.0,0.0
21/07/2025,Faktur Pembelian,PJL-25-07-00446,PT. Surya Makmur Kreasindo (HJ),Lunas,MASUK ,39900000.0,0.0
21/07/2025,Faktur Pembelian,16746,LEGALA,Lunas,"",3000000.0,0.0
21/07/2025,Faktur Pembelian,JL.2507.07610,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR",16155000.0,0.0
21/07/2025,Faktur Pembelian,JL.2507.07607,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR",7825000.0,0.0
21/07/2025,Faktur Pembelian,JL.2507.07568,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR",18930000.0,0.0
21/07/2025,Faktur Pembelian,JL.2507.08059,CANDRA (BLESSING),Lunas,"MASUK

BAYAR",2800000.0,0.0
21/07/2025,Faktur Pembelian,JL.2507.07997,CANDRA (BLESSING),Lunas,"MASUK

BAYAR",16510000.0,0.0
21/07/2025,Faktur Pembelian,16747,FIKTIF BELI,Lunas,"",128000.0,0.0
21/07/2025,Faktur Pembelian,16748,ONLINE,Lunas,"",600000.0,0.0
21/07/2025,Faktur Pembelian,16749,IQ TRONIK,Lunas,"",10400000.0,0.0
21/07/2025,Faktur Pembelian,16751,ONLINE,Lunas,"",820000.0,0.0
21/07/2025,Faktur Pembelian,JL.2507.07564,CANDRA (BLESSING),Lunas,BAYAR,1845000.0,0.0
21/07/2025,Faktur Pembelian,JL.2507.07717,CANDRA (BLESSING),Lunas,MASUK ,11810000.0,0.0
21/07/2025,Faktur Pembelian,JL.2507.07720,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR",17715000.0,0.0
21/07/2025,Faktur Pembelian,JL.2507.07721,CANDRA (BLESSING),Lunas,"MASUK 

WARNA LAMA

BAYAR",5990000.0,0.0
21/07/2025,Faktur Pembelian,JL.2507.07944,CANDRA (BLESSING),Lunas,"MASUK

BAYAR",42140000.0,0.0
21/07/2025,Faktur Pembelian,16752,ONLINE,Lunas,"",300000.0,0.0
21/07/2025,Faktur Pembelian,250700512,CV. BALI IT SOLUSI (ENY),Lunas,"",13365000.0,0.0
21/07/2025,Faktur Pembelian,ONLINE SBY / INV/2025/144078,WULAN (DISCOUNT NOTEBOOK),Lunas,"",625000.0,0.0
21/07/2025,Faktur Pembelian,PJL-25-07-00456,PT. Surya Makmur Kreasindo (HJ),Lunas,"",6865000.0,0.0
21/07/2025,Faktur Pembelian,JL202500003498,EDISON ATK,Lunas,"",2700000.0,0.0
21/07/2025,Faktur Pembelian,JL5525070933,YULI (HP CENTRE),Lunas,"",3223200.0,0.0
21/07/2025,Faktur Pembelian,JL5525070934,YULI (HP CENTRE),Lunas,"",22800000.0,0.0
21/07/2025,Faktur Pembelian,002179,LILI (PLATINUM),Lunas,BAYAR,1660000.0,0.0
21/07/2025,Faktur Pembelian,JKT-JKT01A-NC25070757,AGRES IT,Lunas,"",219600000.0,0.0
21/07/2025,Faktur Pembelian,JKT-JKT01A-PC25075113,AGRES IT,Lunas,"",9150000.0,0.0
22/07/2025,Faktur Pembelian,PJL-25-07-00488,PT. Surya Makmur Kreasindo (HJ),Lunas,"MASUK
",7200000.0,0.0
22/07/2025,Faktur Pembelian,16753,FIKTIF BELI,Lunas,"",100000.0,0.0
22/07/2025,Faktur Pembelian,16754,FIKTIF BELI,Lunas,"",385000.0,0.0
22/07/2025,Faktur Pembelian,JL.2507.08277,CANDRA (BLESSING),Lunas,MASUK ,8280000.0,0.0
22/07/2025,Faktur Pembelian,JL.2507.08279,CANDRA (BLESSING),Lunas,MASUK ,2570000.0,0.0
22/07/2025,Faktur Pembelian,16755,ONLINE,Lunas,"",870000.0,0.0
22/07/2025,Faktur Pembelian,JL.2507.08487,CANDRA (BLESSING),Lunas,MASUK ,4800000.0,0.0
22/07/2025,Faktur Pembelian,16758,ONLINE,Lunas,"",600000.0,0.0
22/07/2025,Faktur Pembelian,JL.2507.08371,CANDRA (BLESSING),Lunas,MASUK ,20300000.0,0.0
22/07/2025,Faktur Pembelian,JL.2507.08520,CANDRA (BLESSING),Lunas,"",7835000.0,0.0
