Kode Produk,Nama Produk,Stok di tangan,Batas Minimum,Satuan,Harga Rata-rata,Nilai
"",* ACER ASPIRE LITE AL14-32P-3S16 INTEL CORE 3 N355 16GB DDR5 512GB SSD WIN 11,0.0,1.0,UNIT,5966216.216216,0.0
"","* ACER ASPIRELITE AL14 - 32 Ci3 N355 8GB 512GB SSD 14"" WIN 11",5.0,1.0,UNIT,5215524.735261,26077623.676305
"",* ACER EXTENSA 15 EX215-31  INTEL N4020 4GB SSD 256GB,0.0,1.0,UNIT,4477272.727273,0.0
"",* ACER GO ASPIRE 14 AG14-31P-34GM Ci3-N305 8GB 512GB SSD WIN 11 #,0.0,1.0,UNIT,5157657.657658,0.0
"","* ACER LITE AL14 51M 14"" Ci3 1215U 16GB 256GB SSD WIN 11",0.0,1.0,UNIT,5576576.576577,0.0
"","* ACER LITE AL14 51M 14"" Ci3 1215U 8GB 256GB SSD WIN 11 #",0.0,1.0,UNIT,5193693.693694,0.0
"",* ACER LITE AL14-51M i5-1235U 16GB 512GB SSD WIN 11 SILVER #,0.0,1.0,UNIT,8600000.0,0.0
"",* ACER MATE 14 AM1 INTEL CORE i5 - 1235U 16GB DDR4 512GB SSD WIN 11 + OHS,0.0,1.0,UNIT,6936936.936937,0.0
"",* ACER NITRO 5 AN515-57-52BQ CI5-11400H 8GB 512GB SSD RTX 3050 4GB W11 NW,0.0,1.0,UNIT,12087387.387387,0.0
"",* ACER NITRO V15 ANV15 - 51 Ci7-13620H 2X8GB DDR5  512SSD RTX 2050 4GB GDDR6 WIN 11 #,0.0,1.0,UNIT,12117117.117117,0.0
"",* ACER NITRO V15 ANV15 51 542G Ci5 - 13420H 8GB 512GB SSD RTX 2050 4GB WIN 11,0.0,1.0,UNIT,9270270.27027,0.0
"",* ACER PREDATOR NITRO 5 AN515 - 58 Ci5-12500H 8 512 SSD RTX 3050 WIN 11 #,0.0,1.0,UNIT,10585585.585586,0.0
"",* ACER SPIN 3 i3 - N305 8GB SSD 512GB WIN 11 #,0.0,1.0,UNIT,7364873.873874,0.0
"",* ACER SWIFT 14 SF14-71T Ci7-13700H 16GB 1TB SSD IRIS XE GRAPHICHS 96 EU WIN 11 #,0.0,1.0,UNIT,15126126.126126,0.0
"",* ACER SWIFT GO OLED 14 SFG14 CORE ULTRA 7 155H 16GB 512GB SSD WIN 11 #,0.0,1.0,UNIT,13279279.279279,0.0
"",* ACER SWIFT X SFX14 72G CORE ULTRA 7 155H 32GB 1TB SSD RTX 4050 6GB WIN 11 *,0.0,1.0,UNIT,21617117.117117,0.0
"","* ACER TRAVEL MATE TMP214-52 CI3-10110 4GB 512GB SSD 14""",0.0,1.0,UNIT,5354327.541827,0.0
"",* ACER TRAVELMATE P214 CORE I7 1335U 8GB 512GB SSD WIN 11 VGA 4GB WIN 11,0.0,1.0,UNIT,14562162.162162,0.0
"","* ACER VERO AV15-51-547X CI5 1155G7 8GB SSD 512GB VGA IRIS XE 15,6""",0.0,1.0,UNIT,9576576.576577,0.0
"",* ADAPTOR ACER 12V 2A (1410),9.0,1.0,PCS,67567.567568,608108.108112
"",* ADAPTOR ACER 19V 2.1A (TO),10.0,1.0,PCS,58558.558559,585585.58559
"",* ADAPTOR ACER 19V 3.0*1.1 SWIFT,10.0,1.0,PCS,67567.567568,675675.67568
"",* ADAPTOR ACER OR 19V 3.42A (KUNING),12.0,1.0,PCS,67567.567568,810810.810816
"",* ADAPTOR ASUS 1.75A (USB),5.0,1.0,PCS,72072.072072,360360.36036
"",* ADAPTOR ASUS 19V 3.42A (KT),15.0,1.0,PCS,67567.567568,1013513.51352
"","* ADAPTOR ASUS 19V 3.42A CL VIVO 4,5 X 3.0",11.0,1.0,PCS,67567.567568,743243.243248
"",* ADAPTOR ASUS 3.42A (A407),15.0,1.0,PCS,67567.567568,1013513.51352
"",* ADAPTOR AXIOO HYPE 1 12V 2A,2.0,1.0,PCS,67567.567568,135135.135136
"",* ADAPTOR AXIOO HYPE 10,0.0,1.0,PCS,67567.567568,0.0
"",* ADAPTOR HP 19V 3.5A (BUNDAR JARUM),10.0,1.0,PCS,61261.261261,612612.61261
"",* ADAPTOR HP BIRU 19.5V 3.33A,12.0,1.0,PCS,52252.252252,627027.027024
"",* ADAPTOR LENOVO 20V 3.25A (S),14.0,1.0,PCS,67567.567568,945945.945952
"",* ADAPTOR LENOVO TYPE C 20V 3.25A,5.0,1.0,PCS,90090.09009,450450.45045
"",* ADAPTOR ORI ACER 20 V 3.25 USB TYPE C,1.0,1.0,PCS,109309.309309,109309.309309
"",* ADAPTOR TOSHIBA (ORI),15.0,1.0,PCS,52252.252252,783783.78378
"",* ADAPTOR UNIVERSAL,4.0,1.0,PCS,56756.756757,227027.027028
"",* AIO ACER C22 - 1650 CI3-1115G4 4GB 1TB WIN10,0.0,1.0,UNIT,6577272.727273,0.0
"",* AIO ACER C22 - 1650 Ci3-1115G4 4GB 512GB SSD WIN 10,0.0,1.0,UNIT,7128787.878788,0.0
"",* AIO ACER C22 - 1650 Ci5-1135G7 4GB 512GB SSD WIN11 (BL),0.0,1.0,UNIT,8369369.369369,0.0
"",* AIO ACER C22 - 1700 Ci5-1235U 8GB 512GB SSD INTEL IRIS XE WIN 11,0.0,1.0,UNIT,9013513.513514,0.0
"",* AIO ACER C24-1650 CI3-1115G4 4GB 512GB SSD WIN 11,0.0,1.0,UNIT,7422727.272727,0.0
"",* AIO ASUS A302WBAK Ci3 1215U 8GB 512GB SSD WIN 11 HOME #,0.0,1.0,UNIT,5977477.477477,0.0
"",* AIO ASUS A3202 Ci5-1235U 8GB 512GB SSD WIN 11 #,0.0,1.0,UNIT,8256756.756757,0.0
"",* AIO ASUS A3202WBAK I3-1215U 8GB 256GB SSD WIN 11 #,0.0,1.0,UNIT,5900900.900901,0.0
"","* AIO ASUS A3202WBAK INTEL 7305 8GB 256GB SSD 21,5"" WIN 11",8.0,1.0,UNIT,5261261.261261,42090090.090088
"",* AIO ASUS A3202WVAK Ci3-1315U 8GB 512GB SSD WIN 11,0.0,1.0,UNIT,7000000.0,0.0
"","* AIO ASUS E3402WVAK i7-1355U 8GB 512GB SSD 23'8"" WIN 11",0.0,1.0,UNIT,11621621.621622,0.0
"","* AIO ASUS E402WBAK CORE I7 1255U 8GB 512GB SSD 23,8"" #",0.0,1.0,UNIT,11396396.396396,0.0
"",* AIO ASUS EXPERTCENTER P400 P440VAT INTEL CORE i5 - 13420H 8GB DDR5 512GB SSD WIN 11 TOUCH,0.0,1.0,UNIT,10130630.630631,0.0
"",* AIO ASUS ExpertCenter P440VAK B5151WS intel Core i5 13420H 16GB 512GB W11,0.0,1.0,UNIT,9270270.27027,0.0
"",* AIO ASUS ExpertCenter P440VAK W5151WS intel Core i5 13420H 16GB 512GB W11,0.0,0.0,UNIT,0.0,0.0
"","* AIO ASUS P440VAK -B3851W i3 - 1315 8GB 512GB SSD WIN 11 23'8 """,0.0,1.0,UNIT,7567567.567568,0.0
"","* AIO ASUS P440VAK i3 - 1315U 8GB DDR5 512GB SSD 23,8"" WIN 11",0.0,1.0,UNIT,6328828.828829,0.0
"","* AIO ASUS V222FAK CI3 10110U 4GB 1TB 21'5"" NW",0.0,1.0,UNIT,5693693.693694,0.0
"",* AIO ASUS V222FAK CI3-10110U 4GB 256GB SSD WIN 11 NW,0.0,1.0,UNIT,6031531.531532,0.0
"",* AIO ASUS V222FAK-BA3411T Ci3-10110U 4GB 1TB + 128GB SSD,0.0,1.0,UNIT,6409909.90991,0.0
"",* AIO ASUS V222GAK INTEL J4025 4GB 1TB HDD WIN 11 NW,0.0,1.0,UNIT,4243243.243243,0.0
"",* AIO ASUS V222GAK INTEL J4025 4GB 256GB SSD #,1.0,1.0,UNIT,4566385.135135,4566385.135135
"",* AIO ASUS V241EAK - BA785W Ci7-1165G7 8GB 512GB SSD,0.0,1.0,UNIT,12000000.0,0.0
"","* AIO ASUS V241EPT 23.8"" INTEL I7 -1165G7 / NVIDIA MX 330 2GB / 16GB DDR 4 / 1TB HDD + 256GB SSD",0.0,1.0,UNIT,15227272.727273,0.0
"",* AIO AXIOO HYPE FLEX 5 + INTEL CORE i5 - 12450H 16GB 512GB SSD DOS,0.0,1.0,UNIT,6432432.432432,0.0
"",* AIO HP 22 DF0145D 1V7D8AA INTEL J4025 4GB 1TB,0.0,1.0,UNIT,5193693.693694,0.0
"",* AIO HP 22 DG0006D INTEL N100 8GB 512GB SSD WIN 11,0.0,1.0,UNIT,4954954.954955,0.0
"",* AIO HP 24 Ci5 1235U 8GB 512GB SSD WIN11,0.0,1.0,UNIT,9432432.432432,0.0
"",* AIO HP 24 CR1126D ULTRA 7 155U 16GB 512GB SSD INTEL IRIS XE GRAPHICS WIN 11 *,0.0,1.0,UNIT,13918918.918919,0.0
"","* AIO HP PRO ONE 240 G10 CORE I3 - N300 8GB 512GB SSD 23.8"" WIN 11",0.0,1.0,UNIT,6846846.846847,0.0
"",* AIO LENOVO A100 INTEL N100 8GB DDR4 512GB SSD WIN 11,1.0,1.0,UNIT,4999346.846847,4999346.846847
"",* AIO LENOVO A100-F0J6005EID Intel Core i3-N305 8GB DDR4 512GB SSD Cloud Grey,0.0,1.0,UNIT,5675675.675676,0.0
"",* AIO LENOVO IDEACENTRE 27IRH9 Ci5-13420H 8GB 512GB SSD WIN 11,0.0,1.0,UNIT,9846846.846847,0.0
"",* AIO LENOVO IDEACENTRE 3 22ITL6 Ci3 - 1115G4 4GB 256GB SSD WIN 11 WHITE,0.0,1.0,UNIT,6569369.369369,0.0
"",* AIO LENOVO IDEACENTRE A340 CI3-10110U 4GB 1TB HDD,0.0,1.0,UNIT,6309090.909091,0.0
"",* AIO LENOVO IDEACENTRE A340-24IWL CI3-10110U 4GB 512GB SSD,0.0,1.0,UNIT,6486363.636364,0.0
"",* ALFA INK ART PAPER BLACK,34.0,1.0,PCS,75630.630631,2571441.441454
"",* ALFA INK KERTAS FOTO STIKER GLOSSY LITE 125GSM,6.0,50.0,PCS,11261.261261,67567.567566
"",* ALFA INK KERTAS THERMAL 80 X 80,607.0,1.0,PCS,9009.009009,5468468.468463
"",* ALFA INK L SERIES EPSON BLACK,186.0,1.0,PCS,29549.54955,5496216.2163
"",* ALFA INK TINTA STEMPEL FLASH 10 ML,143.0,1.0,PCS,6729.72973,962351.35139
"",* ALL IN ONE ACER C22 1700 Ci3 1215U 8GB 512GB WIN 11,0.0,1.0,UNIT,6387387.387387,0.0
"",* ALL IN ONE LENOVO IDEACENTRE 3 22IAP7 Ci3-1215U 8GB 256GB SSD #,0.0,1.0,UNIT,6099099.099099,0.0
"",* AMPLOP PAPER LINE ( LEM ),10.0,1.0,PCS,15025.225225,150252.25225
"",* APC SRC1KI,0.0,1.0,UNIT,4234234.234234,0.0
"",* APC SRT6KXLI,0.0,1.0,UNIT,40090090.09009,0.0
"",* APPLE MACBOOK AIR 13 M2 8GB 256GB SPACE GREY,0.0,1.0,UNIT,15846846.846847,0.0
"",* APPLE MACBOOK AIR 13 M4 CHIP WITH 10-CORE CPU AND 8-CORE GPU 16GB 256GB SSD,0.0,1.0,UNIT,14117117.117117,0.0
"",* ASUS A1402ZA-IPS552 CI5-1235U 8GB 512GB SSD WIN 11 #,0.0,1.0,UNIT,7657657.657658,0.0
"","* ASUS A1502ZA Ci5-1235U 8GB 512GB WIN 11 15"" TOUCH",0.0,1.0,UNIT,8065765.765766,0.0
"","* ASUS A416EPO CI5 - 1135G7 8GB 512GB SSD MX 330 NVIDIA 14""",0.0,1.0,UNIT,8509009.009009,0.0
"","* ASUS A416FA-FHD CI3-10110U  4GB 256GB SSD 14"" #",0.0,1.0,UNIT,4792792.792793,0.0
"",* ASUS A416J CI5-1035G1 4GB 512GB SSD WIN 11 NW,0.0,1.0,UNIT,7657657.657658,0.0
"","* ASUS A416JAO CI3-1005G1 4GB 256GB SSD 14""",0.0,6.0,UNIT,4857786.357786,0.0
"","* ASUS A416JAO CI5-1035G1 4GB 256GB SSD 14""",0.0,1.0,UNIT,7387387.387387,0.0
"",* ASUS A416JP0 CI5 1035G1 8GB 512GB SSD MX 330,0.0,1.0,UNIT,9559090.909091,0.0
"","* ASUS A416JPO CI5 1035G1 8GB 512GB SSD MX 330 2GB 14""",0.0,1.0,UNIT,9216216.216216,0.0
"","* ASUS A416MAO INTEL N4020 4GB 256GB SSD 14""",0.0,1.0,UNIT,3845472.099759,0.0
"","* ASUS A516EPO - VIPS752 CI7-1165G7 8GB 512GB SSD MX 330 2GB 14""",0.0,1.0,UNIT,10644144.144144,0.0
"",* ASUS A516JAO-VIPS527 CI5-1035G1 4GB 256GB SSD,0.0,1.0,UNIT,6792792.792793,0.0
"","* ASUS A516KA - FHD INTEL N4500 4GB 256GB SSD 15""",0.0,1.0,UNIT,3707207.207207,0.0
"",* ASUS A516MAO INTEL N4020 4GB 256GB SSD,0.0,1.0,UNIT,3414795.230012,0.0
"",* ASUS B1402CBA Ci7-1255U 16GB 512GB SSD WIN 11 EK,0.0,1.0,UNIT,13666666.666667,0.0
"",* ASUS E210MAO INTEL N4020 4GB 256GB SSD,0.0,1.0,UNIT,3468468.468468,0.0
"",* ASUS E210MAO INTEL N4020 8GB 512GB SSD #,0.0,1.0,UNIT,3490990.990991,0.0
"",* ASUS E410MA INTEL N4020 4GB 512GB SSD,0.0,1.0,UNIT,3780085.714989,0.0
"",* ASUS EXPERTBOOK B1402CBA Ci3 -1215U 8GB 512GB SSD WIN 11,0.0,1.0,UNIT,5270270.27027,0.0
"",* ASUS EXPERTBOOK P1 P1403CVA INTEL CORE i3 - 1315U 8GB 512GB SSD WIN 11 + OHS,0.0,1.0,UNIT,5666666.666667,0.0
"",* ASUS EXPERTBOOK P1411CJA CI3 1005G1 4GB 512GB SSD 14 INCS,0.0,1.0,UNIT,5045045.045045,0.0
"","* ASUS EXPERTBOOK P2451FA - EK3420T CI3-10110U 4GB 256GB SSD 14""",0.0,1.0,UNIT,4448198.198198,0.0
"",* ASUS Gaming K16 K3605VC Core i5 13420H 8GB DDR4 512GB SSD RTX 3050 4GB W11,0.0,1.0,UNIT,8436936.936937,0.0
"",* ASUS GAMING V16 V3607VU INTEL CORE 7 - 240H 16GB DDR5 512GB SSD RTX4050 6GB WIN 11,0.0,1.0,UNIT,16117117.117117,0.0
"",* ASUS M3401QC OLED 759 AMD RYZEN 7 - 5800H 8GB 512GB SSD RTX 3050 4GB WIN 11,0.0,1.0,UNIT,11711711.711712,0.0
"","* ASUS M415DAO-FHD351 RYZEN 3 3250U 14"" FHD 8GB SSD 512GB PS",0.0,1.0,UNIT,5540540.540541,0.0
"","* ASUS N7400PC-OLED714 SILVER Ci7 11370H WIN11 (14"" 2.8K OLED / RTX 3050 / 1TB SSD / 16GB) CREATOR",0.0,1.0,UNIT,15045045.045045,0.0
"","* ASUS P1411CMA N4020 4GB 256GB SSD 14 "" (KS)",0.0,1.0,UNIT,3963963.963964,0.0
"","* ASUS P1412CEA CI3-1115G4 4GB SSD 256GB WIN 11 14""",0.0,1.0,UNIT,4774774.774775,0.0
"",* ASUS TUF A15 FA506IEB AMD RYZEN 7 4800H 2X8GB 512GB SSD RTX3050Ti 4GB WIN 11,0.0,1.0,UNIT,13243243.243243,0.0
"",* ASUS TUF A15 FA506IHRB AMD RYZEN 5 4600H 8GB 512GB SSD GTX 1650 4GB WIN 11,0.0,1.0,UNIT,10009009.009009,0.0
"",* ASUS TUF A15 FA506NCG AMD RYZEN 7 7745HS 8GB 512GB SSD RTX3050 4GB WIN 11,0.0,1.0,UNIT,12162162.162162,0.0
"",* ASUS TUF DASH F15 FX517ZM Ci7-12650H 2X8GB 1TB SSD RTX 3060 6GB WIN 11 #,0.0,1.0,UNIT,16189189.189189,0.0
"",* ASUS TUF F15 FX506HCB - I7 11600H 16GB 512GB SSD RTX 3050 4GB,0.0,1.0,UNIT,15668181.818182,0.0
"",* ASUS TUF F15 FX506LH - I565B6T -O11 CI5-10300H 8GB 512GB SSD VGA GTX 1650 4GB W11,0.0,1.0,UNIT,9783783.783784,0.0
"",* ASUS TUF FX506HC Ci5-11400H 8GB 512GB SSD RTX 3050 4GB WIN 11,0.0,1.0,UNIT,11522522.522523,0.0
"",* ASUS TUF Gaming A15 FA506NCG AMD Ryzen 7 7445HS 16GB DDR5 512GB RTX3050 4GB W11,1.0,1.0,UNIT,11162162.162162,11162162.162162
"",* ASUS VIVOBOOK 14 A1404VA VIP Ci5 - 1335U 8 512GB SSD WIN 11,0.0,1.0,UNIT,7207207.207207,0.0
"",* ASUS VIVOBOOK 14 A1404VA VIP Ci7-1355U 16GB 512GB SSD WIN 11 #,0.0,1.0,UNIT,9554054.054054,0.0
"",* ASUS VIVOBOOK 14 A1404VAP - VIPS INTEL CORE 5 120U 16GB 512GB SSD WIN 11,1.0,1.0,UNIT,8079391.891892,8079391.891892
"",* ASUS VIVOBOOK 14 A1404VAP - VIPS INTEL CORE 5 120U 8GB 512GB SSD WIN 11,0.0,1.0,UNIT,7314189.189189,0.0
"",* ASUS VIVOBOOK 14 E410KA N4500 8GB 256GB SSD WIN 11,13.0,1.0,UNIT,4737381.654889,61585961.513557
"",* ASUS VIVOBOOK 14 E410KA N4500 8GB 256GB SSD WIN 11 KS,0.0,1.0,UNIT,3981981.981982,0.0
"",* ASUS VIVOBOOK 14 M1405YA VIPS751 AMD RYZEN 7 - 7730U 16GB 512GB SSD WIN 11 #,0.0,1.0,UNIT,8684684.684685,0.0
"","* ASUS VIVOBOOK 14"" A1404VA Ci7 - 1355U 16GB 1TB SSD WIN 11",0.0,1.0,UNIT,10171171.171171,0.0
"","* ASUS VIVOBOOK 14"" A1404VA PROC Ci7 1355U 8GB 512GB SSD WIN 11 #",0.0,1.0,UNIT,9635135.135135,0.0
"","* ASUS VIVOBOOK 14"" A1404ZA CI5 1235U 8GB 512GB SSD WIN 11 #",0.0,1.0,PCS,7288288.288288,0.0
"","* ASUS VIVOBOOK 14"" A1404ZA VIPS I5-1235U 16GB 512GB SSD WIN 11",0.0,1.0,UNIT,7654654.654655,0.0
"",* ASUS VIVOBOOK 14X K3405VF - VIPS551 Ci5-13500H 8GB 512GB SSD RTX2050 4GB WIN 11 #,0.0,1.0,UNIT,10360360.36036,0.0
"",* ASUS VIVOBOOK FLIP T3300KA-OLED622 INTEL N6000 8GB 256GB SSD W11,0.0,1.0,UNIT,7752252.252252,0.0
"",* ASUS VIVOBOOK FLIP TP1400KA HD421 INTEL N4500 4GB 256GB SSD WIN 11,0.0,1.0,UNIT,4995495.495495,0.0
"",* ASUS VIVOBOOK FLIP TP340VA-OLEDS752 Ci7-13700H 16GB 512GB SSD INTEL IRIS XE WIN 11 TOUCH SCREEN,0.0,1.0,UNIT,14027027.027027,0.0
"",* ASUS VIVOBOOK GO 14 E1404FA - FHD AMD RYZEN 3 7320U 8GB 512GB SSD WIN 11 #,5.0,1.0,UNIT,6478535.811869,32392679.059345
"",* ASUS VIVOBOOK GO 14 E1404FA AMD RYZEN 5 7520U 16GB 512GB SSD WIN 11,0.0,1.0,UNIT,7218468.468469,0.0
"",* ASUS VIVOBOOK GO 14 E1404FA FHD AMD RYZEN 3 7320U 8 256GB SSD WIN 11 #,0.0,1.0,UNIT,4967567.567568,0.0
"",* ASUS VIVOBOOK GO 14 E1404FA FHD AMD RYZEN 5 7520U 8 512GB SSD WIN 11 #,0.0,1.0,UNIT,6486486.486486,0.0
"",* ASUS VIVOBOOK GO 14 E1404GA Ci3-N305 8GB 512GB SSD WIN 11 #,0.0,1.0,UNIT,5350207.350207,0.0
"",* ASUS VIVOBOOK GO 14 E1404GA FHD Ci3 N305 8GB 256GB SSD WIN 11 #,8.0,1.0,UNIT,5052774.668159,40422197.345272
"",* ASUS VIVOBOOK GO 14 E410KA FHD N4500 8GB 512GB SSD WIN 11,1.0,1.0,UNIT,4367117.117117,4367117.117117
"","* ASUS X441MAO INTEL N4020 4GB 1TB 14""",0.0,1.0,UNIT,3427927.927928,0.0
"",* ASUS ZENBOOK FLIP 13 UX 363EA - EM501TS CI5-1135G7 8GB 512GB SSD (JT),0.0,1.0,UNIT,13409909.90991,0.0
"",* ASUS ZENBOOK S13 OLED UX5304MA OLED 712 CORE ULTRA 7 155U 32GB 1TB SSD WIN 11 *,0.0,1.0,UNIT,19950450.45045,0.0
"",* AUTO SHEET FEEDER FOR G1010 / G2010,23.0,1.0,UNIT,206742.761202,4755083.507646
"",* AUTO SHEET FEEDER UNIT G1020 / 2020,5.0,1.0,PCS,503037.837838,2515189.18919
"",* AV15-51 I5-1155G7 8GB 512GB SSD 15INCS FHD AM,0.0,1.0,UNIT,9568181.818182,0.0
"","* AXIOO HYPE 1 N4020 4GB 128GB WIN 11 14"" #",3.0,1.0,PCS,3022228.750489,9066686.251467
"",* AXIOO HYPE 1 N4020 8GB 256,0.0,1.0,UNIT,2432432.432432,0.0
"",* AXIOO HYPE 10 INTEL N4020 8 256 #,5.0,1.0,UNIT,2526987.271547,12634936.357735
"",* AXIOO HYPE 3 (G11) INTEL CORE i3 -  1125G4 8GB 256GB SSD,3.0,1.0,UNIT,4795195.195195,14385585.585585
"",* AXIOO HYPE 5 RYZEN 5 3500 8GB 256GB @,0.0,1.0,UNIT,3864607.464608,0.0
"",* AXIOO MAYBOOK HYPE 5 Ci5-1035G4 8 512GB SSD,0.0,1.0,UNIT,4211711.711712,0.0
"","* AXIOO MYBOOK 11G GREY DC N4020 11,6 4GB 256GB SSD",0.0,1.0,UNIT,2099099.099099,0.0
"","* AXIOO MYBOOK 14E INTEL N4000 4GB 256GB SSD 14""",0.0,1.0,UNIT,1955855.855856,0.0
"",* AXIOO MYBOOK HYPE 3 Ci3-1005G1 8GB 256GB SSD,0.0,1.0,UNIT,3599099.099099,0.0
"",* AXIOO MYBOOK HYPE 5 AMD X3 RYZEN 5 3500U 8 256GB SSD WIN 11 #,0.0,1.0,UNIT,4894894.894895,0.0
"",* BALLPOINT SNOWMAN V1 PCS,132.0,1.0,PCS,1202.702703,158756.756796
"",* BARCODE MK7120 HONEYWELL,0.0,1.0,PCS,1486363.636364,0.0
"",* BATERAI ABC ALKALINE AA,36.0,1.0,PCS,3659.90991,131756.75676
"",* BATERAI ABC ALKALINE AAA,38.0,1.0,PCS,3659.90991,139076.57658
"",* BATERAI AXIOO 14E,1.0,1.0,PCS,198198.198198,198198.198198
"",* BATERAI AXIOO A587578 IB,0.0,1.0,PCS,198198.198198,0.0
