Kode Barang,Barang,Tanggal,Tipe Transaksi,No. Transaksi,Deskripsi,Mutasi,Stok di Tangan,Unit,Harga Rata-Rata,Harga Beli/Jual,Nilai
"",* ACER 5 A514 - 54 - 3427-Ci3-1115G4 4GB 512GB SSD WIN 10,20/06/2026,Saldo Awal,"","","",0.0,UNIT,6875757.575758,7181818.181818,0.0
"","* ACER 5 A514 - 54G - 32GJ Ci3-1115G4 8GB 512GB SSD MX 350 2GB WIN 11 14""",20/06/2026,Saldo Awal,"","","",0.0,UNIT,5747604.587445,2702702.702703,0.0
"",* ACER 5 A514 - 55 Ci5 - 1235U 8GB 512GB SSD WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,8280180.18018,8108108.108108,0.0
"",* ACER 5 A514 52K 35TY Ci3 HDD 1TB W10,20/06/2026,Saldo Awal,"","","",0.0,UNIT,5098432.601881,5181818.181818,0.0
"",* ACER 5 A514 54 Ci5-1135G7 8GB SSD 512GB MX 350 WIN10 (AN),20/06/2026,Saldo Awal,"","","",0.0,UNIT,9090909.090909,9363636.363636,0.0
"",* ACER 5 A514 55 i5-1235U 8GB 512GB SSD MX 550 2GB WIN 11 nw,20/06/2026,Saldo Awal,"","","",0.0,UNIT,8509509.50951,4504504.504505,0.0
"",* ACER 5 A514 I7-1255U 8GB 512GB SSD WIN11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,10639639.63964,10639639.63964,0.0
"",* ACER 5 A514-54 Ci5-1135G7 8GB 512GB SSD VGA IRIS XE,20/06/2026,Saldo Awal,"","","",0.0,UNIT,8752252.252252,9009009.009009,0.0
"",* ACER 5 A514-54G-78MW Ci7-1165G7 8GB 512GB SSD VGA,20/06/2026,Saldo Awal,"","","",0.0,UNIT,11248863.636364,13319886.363636,0.0
"",* ACER 5 SLIM A514 -54 CI3-1115G4 4GB 512GB SSD W11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,5591591.591592,4954954.954955,0.0
"","* ACER 5 SLIM A514 54  I3-1115G4 4GB 256 SSD 14""",20/06/2026,Saldo Awal,"","","",0.0,UNIT,5315315.315315,5405405.405405,0.0
"",* ACER 5 SPIN 14 A5SP14 - 51MTN Ci7 1355U 16GB 512GB SSD INTEL IRIS XE WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,12045045.045045,1801801.801802,0.0
"",* ACER A314 32 CEL N4100 4GB 1TB (BLACK),20/06/2026,Saldo Awal,"","","",0.0,UNIT,3800000.0,4090000.0,0.0
"",* ACER A314 32 CEL N4120 4GB 1TB (BLUE),20/06/2026,Saldo Awal,"","","",0.0,UNIT,3875000.0,4000000.0,0.0
"",* ACER A314 35 INTEL - N5100 SSD 8GB 512GB WIN 11 #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,4346846.846847,4459459.459459,0.0
"",* ACER A314-23M AMR RYZEN 3 7320U 8GB 512GB SSD WIN 11 #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,5315315.315315,2702702.702703,0.0
"",* ACER A514 52G 58KX Ci5-10210U HDD 1TB VGA W10,20/06/2026,Saldo Awal,"","","",0.0,UNIT,7627272.727273,13363636.363636,0.0
"",* ACER A514 56P I5-1335U 8GB SSD 512GB WIN 11 #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,7725225.225225,8288288.288288,0.0
"",* ACER AL14-31P INTEL N100 8GB 512GB WIN 11 #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,4278032.186931,4324324.324324,0.0
"",* ACER ASPIRE 14 A14 51M CORE 7 150U 16GB 512GB SSD WIN 11 #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,10896396.396396,13423423.423423,0.0
"","* ACER ASPIRE 14"" A14-51M CORE 5 120U 16GB 512GB SSD WIN 11",20/06/2026,Saldo Awal,"","","",0.0,UNIT,8594594.594595,9504504.504505,0.0
"","* ACER ASPIRE 14"" AI A14-51GM Ci5 13420H 8GB 512GB SSD RTX 2050 4GB WIN 11 #",20/06/2026,Saldo Awal,"","","",0.0,UNIT,8630630.630631,9189189.189189,0.0
"",* ACER ASPIRE 3 A314 33 C27F CEL-N4120 WIN 10 (BLACK),20/06/2026,Saldo Awal,"","","",0.0,UNIT,3500000.0,3590909.090909,0.0
"",* Acer Aspire 3 A314 33 C8DR CEL-N4000 4GB HDD 1TB DVD WIN10 (Opsidian Black),20/06/2026,Saldo Awal,"","","",0.0,UNIT,3372727.272727,3500000.0,0.0
"",* Acer Aspire 3 A314 41 42PE AMD A4 HDD 1TB DVD (HITAM),20/06/2026,Saldo Awal,"","","",0.0,UNIT,3267990.058001,3363636.363636,0.0
"",* Acer Aspire 3 A314 41 455L AMD A4 HDD 1TB DVD (BLUE),20/06/2026,Saldo Awal,"","","",0.0,UNIT,3284355.389611,3390909.090909,0.0
"",* ACER ASPIRE 3 SPIN 14A3SP14-31PT Ci3-N305 8GB 512GB SSD WIN 11 TOUCH EK,20/06/2026,Saldo Awal,"","","",0.0,UNIT,7103603.603604,8018018.018018,0.0
"","* ACER ASPIRE 5 A514 52K 34UP  I3 8130U WIN10 (14""/UMA/1TB/4GB) (BLACK)",20/06/2026,Saldo Awal,"","","",0.0,UNIT,5327272.727273,5418181.818182,0.0
"","* ACER ASPIRE 5 A514-53-36N5 BLACK i3 1005G1 WIN10 (14""FHD/UMA/512GB SSD/4GB)",20/06/2026,Saldo Awal,"","","",0.0,UNIT,5900000.0,6800000.0,0.0
"","* ACER ASPIRE 5 A514-53-36N5 SILVER i3 1005G1 WIN10 (14"" FHD/UMA/512GB SSD/4GB)",20/06/2026,Saldo Awal,"","","",0.0,UNIT,5900000.0,6181818.181818,0.0
"","* ACER ASPIRE 7 PRO A715 i5-12450H 8GB 512GB SSD WIN 11 15,6"" RTX 3050 6GB",20/06/2026,Saldo Awal,"","","",0.0,UNIT,8909909.90991,9324324.324324,0.0
"",* ACER ASPIRE 7 PRO A715-59G INTEL CORE i5 - 12450H 16GB DDR4 512GB SSD RTX 3050 6GB WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,9090090.09009,9774774.774775,0.0
"",* ACER ASPIRE A515-44-R6YQ SILVER AMD RYZEN 5 QC 4500U WIN 10,20/06/2026,Saldo Awal,"","","",0.0,UNIT,7590909.090909,8750000.0,0.0
"",* ACER ASPIRE GO 14 AG14-72P INTEL CORE 5 120U 8GB DDR4 512GB SSD WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,7915915.915916,8738738.738739,0.0
"",* ACER ASPIRE LITE 14 AL14 i3 N355 8GB 256GB SSD WIN 11,20/06/2026,Saldo Awal,"","","",8.0,UNIT,4742213.642214,4954954.954955,37937709.137712
"",* ACER ASPIRE LITE AL1 14 Ci3 1215 8GB 512GB WIN 11 RS,20/06/2026,Saldo Awal,"","","",1.0,PCS,5286286.286286,5630630.630631,5286286.286286
"",* ACER ASPIRE LITE AL14 51M Ci5 1235U 8GB 512GB SSD WIN 11 #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,7319819.81982,7229729.72973,0.0
"",* ACER ASPIRE LITE AL14 52M Ci5 1334U 16GB 512GB SSD WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,7286036.036036,7387387.387387,0.0
"",* ACER ASPIRE LITE AL14 52M Ci5 1334U 8GB 512GB SSD WIN 11 #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,7450450.45045,7927927.927928,0.0
"",* ACER ASPIRE LITE AL14 N150 8GB 256GB SSD WIN 11 #,20/06/2026,Saldo Awal,"","","",11.0,UNIT,4311747.131449,4459459.459459,47429218.445939
"",* ACER ASPIRE LITE AL14 N150 8GB 512GB SSD WIN 11,20/06/2026,Saldo Awal,"","","",9.0,UNIT,4525064.429371,6396396.396396,40725579.864339
"",* ACER ASPIRE LITE AL14 N4500 8GB 512GB SSD WIN 11,20/06/2026,Saldo Awal,"","","",6.0,UNIT,5675675.675676,5675675.675676,34054054.054056
"",* ACER ASPIRE LITE AL14-31P INTEL CEL N100 8GB 256GB SSD WIN 11 #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,4057057.057057,4279279.279279,0.0
"",* ACER ASPIRE LITE AL14-32P-3S16 INTEL CORE 3 N355 16GB DDR5 512GB SSD WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,5966216.216216,6531531.531532,0.0
"","* ACER ASPIRELITE AL14 - 32 Ci3 N355 8GB 512GB SSD 14"" WIN 11",20/06/2026,Saldo Awal,"","","",5.0,UNIT,5215524.735261,5405405.405405,26077623.676305
"",* ACER EXTENSA 15 EX215-31  INTEL N4020 4GB SSD 256GB,20/06/2026,Saldo Awal,"","","",0.0,UNIT,4477272.727273,4681818.181818,0.0
"",* ACER GO ASPIRE 14 AG14-31P-34GM Ci3-N305 8GB 512GB SSD WIN 11 #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,5157657.657658,5270270.27027,0.0
"","* ACER LITE AL14 51M 14"" Ci3 1215U 16GB 256GB SSD WIN 11",20/06/2026,Saldo Awal,"","","",0.0,UNIT,5576576.576577,6492979.279279,0.0
"","* ACER LITE AL14 51M 14"" Ci3 1215U 8GB 256GB SSD WIN 11 #",20/06/2026,Saldo Awal,"","","",0.0,UNIT,5193693.693694,5495495.495495,0.0
"",* ACER LITE AL14-51M i5-1235U 16GB 512GB SSD WIN 11 SILVER #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,8600000.0,8900000.0,0.0
"",* ACER MATE 14 AM1 INTEL CORE i5 - 1235U 16GB DDR4 512GB SSD WIN 11 + OHS,20/06/2026,Saldo Awal,"","","",0.0,UNIT,6936936.936937,6936936.936937,0.0
"",* ACER NITRO 5 AN515-57-52BQ CI5-11400H 8GB 512GB SSD RTX 3050 4GB W11 NW,20/06/2026,Saldo Awal,"","","",0.0,UNIT,12087387.387387,12567567.567568,0.0
"",* ACER NITRO V15 ANV15 - 51 Ci7-13620H 2X8GB DDR5  512SSD RTX 2050 4GB GDDR6 WIN 11 #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,12117117.117117,12477477.477477,0.0
"",* ACER NITRO V15 ANV15 51 542G Ci5 - 13420H 8GB 512GB SSD RTX 2050 4GB WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,9270270.27027,10360360.36036,0.0
"",* ACER PREDATOR NITRO 5 AN515 - 58 Ci5-12500H 8 512 SSD RTX 3050 WIN 11 #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,10585585.585586,11081081.081081,0.0
"",* ACER SPIN 3 ACTIVE SP313 Ci5-1135G7 8GB 512GB SSD INTEL IRIS XE WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,10180180.18018,10180180.18018,0.0
"",* ACER SPIN 3 i3 - N305 8GB SSD 512GB WIN 11 #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,7364873.873874,8108108.108108,0.0
"",* ACER SWIFT 14 SF14-71T Ci7-13700H 16GB 1TB SSD IRIS XE GRAPHICHS 96 EU WIN 11 #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,15126126.126126,15720720.720721,0.0
"",* ACER SWIFT 3 INFINITY 4 CI5 1135G7 16GB 512GB SSD IRIS XE WIN 10,20/06/2026,Saldo Awal,"","","",0.0,UNIT,11286363.636364,11818181.818182,0.0
"",* ACER SWIFT 3 INFINITY 4 CI7-1165G7 16GB,20/06/2026,Saldo Awal,"","","",0.0,UNIT,12990909.090909,13818181.818182,0.0
"",* ACER SWIFT 3 SF314-42-R27X AMD RYZEN 5 4500U 8GB 512GB SSD WIN10,20/06/2026,Saldo Awal,"","","",0.0,UNIT,8354545.454545,8636363.636364,0.0
"",* ACER SWIFT GO OLED 14 SFG14 CORE ULTRA 7 155H 16GB 512GB SSD WIN 11 #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,13279279.279279,18018018.018018,0.0
"",* ACER SWIFT OLED SF31 Ci5-12500H 16GB 512GB SSD IRIS XE GRAPHICS 80EU WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,11558558.558559,11621621.621622,0.0
"",* ACER SWIFT X SFX14 72G CORE ULTRA 7 155H 32GB 1TB SSD RTX 4050 6GB WIN 11 *,20/06/2026,Saldo Awal,"","","",0.0,UNIT,21617117.117117,27927927.927928,0.0
"","* ACER TRAVEL MATE TMP214-52 CI3-10110 4GB 512GB SSD 14""",20/06/2026,Saldo Awal,"","","",0.0,UNIT,5354327.541827,5585585.585586,0.0
"",* ACER TRAVELMATE P214 CORE I7 1335U 8GB 512GB SSD WIN 11 VGA 4GB WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,14562162.162162,15675675.675676,0.0
"","* ACER VERO AV15-51-547X CI5 1155G7 8GB SSD 512GB VGA IRIS XE 15,6""",20/06/2026,Saldo Awal,"","","",0.0,UNIT,9576576.576577,9864864.864865,0.0
"",* ADAPTOR ACER 12V 2A (1410),20/06/2026,Saldo Awal,"","","",9.0,PCS,67567.567568,225225.225225,608108.108112
"",* ADAPTOR ACER 19V 2.1A (TO),20/06/2026,Saldo Awal,"","","",10.0,PCS,58558.558559,58558.558559,585585.58559
"",* ADAPTOR ACER 19V 3.0*1.1 SWIFT,20/06/2026,Saldo Awal,"","","",10.0,PCS,67567.567568,180180.18018,675675.67568
"",* ADAPTOR ACER OR 19V 3.42A (KUNING),20/06/2026,Saldo Awal,"","","",12.0,PCS,67567.567568,90090.09009,810810.810816
"",* ADAPTOR ASUS 1.75A (USB),20/06/2026,Saldo Awal,"","","",5.0,PCS,72072.072072,72072.072072,360360.36036
"",* ADAPTOR ASUS 19V 3.42A (KT),20/06/2026,Saldo Awal,"","","",15.0,PCS,67567.567568,67567.567568,1013513.51352
"","* ADAPTOR ASUS 19V 3.42A CL VIVO 4,5 X 3.0",20/06/2026,Saldo Awal,"","","",11.0,PCS,67567.567568,180180.18018,743243.243248
"",* ADAPTOR ASUS 3.42A (A407),20/06/2026,Saldo Awal,"","","",15.0,PCS,67567.567568,67567.567568,1013513.51352
"",* ADAPTOR AXIOO HYPE 1 12V 2A,20/06/2026,Saldo Awal,"","","",2.0,PCS,67567.567568,135135.135135,135135.135136
"",* ADAPTOR AXIOO HYPE 10,20/06/2026,Saldo Awal,"","","",0.0,PCS,67567.567568,90090.09009,0.0
"",* ADAPTOR HP 19V 3.5A (BUNDAR JARUM),20/06/2026,Saldo Awal,"","","",10.0,PCS,61261.261261,61261.261261,612612.61261
"",* ADAPTOR HP BIRU 19.5V 3.33A,20/06/2026,Saldo Awal,"","","",12.0,PCS,52252.252252,180180.18018,627027.027024
"",* ADAPTOR LENOVO 20V 3.25A (S),20/06/2026,Saldo Awal,"","","",14.0,PCS,67567.567568,180180.18018,945945.945952
"",* ADAPTOR LENOVO TYPE C 20V 3.25A,20/06/2026,Saldo Awal,"","","",5.0,PCS,90090.09009,90090.09009,450450.45045
"",* ADAPTOR ORI ACER 20 V 3.25 USB TYPE C,20/06/2026,Saldo Awal,"","","",1.0,PCS,109309.309309,225225.225225,109309.309309
"",* ADAPTOR TOSHIBA (ORI),20/06/2026,Saldo Awal,"","","",15.0,PCS,52252.252252,52252.252252,783783.78378
"",* ADAPTOR UNIVERSAL,20/06/2026,Saldo Awal,"","","",4.0,PCS,56756.756757,56756.756757,227027.027028
"",* AIO ACER C22 - 1650 CI3-1115G4 4GB 1TB WIN10,20/06/2026,Saldo Awal,"","","",0.0,UNIT,6577272.727273,6801801.801802,0.0
"",* AIO ACER C22 - 1650 Ci3-1115G4 4GB 512GB SSD WIN 10,20/06/2026,Saldo Awal,"","","",0.0,UNIT,7128787.878788,7363636.363636,0.0
"",* AIO ACER C22 - 1650 Ci5-1135G7 4GB 512GB SSD WIN11 (BL),20/06/2026,Saldo Awal,"","","",0.0,UNIT,8369369.369369,8648648.648649,0.0
"",* AIO ACER C22 - 1700 Ci5-1235U 8GB 512GB SSD INTEL IRIS XE WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,9013513.513514,9369369.369369,0.0
"",* AIO ACER C22-963 Ci3-1005G1 4GB 1TB HDD W10,20/06/2026,Saldo Awal,"","","",0.0,UNIT,6127272.727273,6363636.363636,0.0
"",* AIO ACER C24 - 1650 Ci3 - 1115G4 8GB 512GB SSD #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,6837837.837838,6756756.756757,0.0
"",* AIO ACER C24-1650 CI3-1115G4 4GB 512GB SSD WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,7422727.272727,7818181.818182,0.0
"",* AIO ACER C24-963 Ci3-1005G1 4GB 512GB SSD W10 + OHS,20/06/2026,Saldo Awal,"","","",0.0,UNIT,6709090.909091,7000000.0,0.0
"",* AIO ASUS A302WBAK Ci3 1215U 8GB 512GB SSD WIN 11 HOME #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,5977477.477477,6531531.531532,0.0
"",* AIO ASUS A3202 Ci5-1235U 8GB 512GB SSD WIN 11 #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,8256756.756757,8738738.738739,0.0
"",* AIO ASUS A3202WBAK I3-1215U 8GB 256GB SSD WIN 11 #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,5900900.900901,5316126.936937,0.0
"","* AIO ASUS A3202WBAK INTEL 7305 8GB 256GB SSD 21,5"" WIN 11",20/06/2026,Saldo Awal,"","","",8.0,UNIT,5261261.261261,5216216.216216,42090090.090088
"",* AIO ASUS A3202WVAK Ci3-1315U 8GB 512GB SSD WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,7000000.0,9009009.009009,0.0
"","* AIO ASUS E3402WVAK i7-1355U 8GB 512GB SSD 23'8"" WIN 11",20/06/2026,Saldo Awal,"","","",0.0,UNIT,11621621.621622,11981981.981982,0.0
"","* AIO ASUS E402WBAK CORE I7 1255U 8GB 512GB SSD 23,8"" #",20/06/2026,Saldo Awal,"","","",0.0,UNIT,11396396.396396,16981981.981982,0.0
"",* AIO ASUS EXPERTCENTER P400 P440VAT INTEL CORE i5 - 13420H 8GB DDR5 512GB SSD WIN 11 TOUCH,20/06/2026,Saldo Awal,"","","",0.0,UNIT,10130630.630631,10405405.405405,0.0
"",* AIO ASUS ExpertCenter P440VAK B5151WS intel Core i5 13420H 16GB 512GB W11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,9270270.27027,9369369.369369,0.0
"","* AIO ASUS P440VAK -B3851W i3 - 1315 8GB 512GB SSD WIN 11 23'8 """,20/06/2026,Saldo Awal,"","","",0.0,UNIT,7567567.567568,7927927.927928,0.0
"","* AIO ASUS P440VAK i3 - 1315U 8GB DDR5 512GB SSD 23,8"" WIN 11",20/06/2026,Saldo Awal,"","","",0.0,UNIT,6328828.828829,6891891.891892,0.0
"","* AIO ASUS V222FAK CI3 10110U 4GB 1TB 21'5"" NW",20/06/2026,Saldo Awal,"","","",0.0,UNIT,5693693.693694,5990990.990991,0.0
"",* AIO ASUS V222FAK CI3-10110U 4GB 256GB SSD WIN 11 NW,20/06/2026,Saldo Awal,"","","",0.0,UNIT,6031531.531532,6036036.036036,0.0
"",* AIO ASUS V222FAK CI5-10210U 4GB 256GB SSD WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,8134234.234235,9090171.252333,0.0
"",* AIO ASUS V222FAK-BA3411T Ci3-10110U 4GB 1TB + 128GB SSD,20/06/2026,Saldo Awal,"","","",0.0,UNIT,6409909.90991,6756756.756757,0.0
"",* AIO ASUS V222FAK-BA342T-90PT02G1-M00560 CI3-10110U SSD,20/06/2026,Saldo Awal,"","","",0.0,PCS,5900000.0,6272727.272727,0.0
"",* AIO ASUS V222GAK INTEL J4025 4GB 1TB HDD WIN 11 NW,20/06/2026,Saldo Awal,"","","",0.0,UNIT,4243243.243243,4639639.63964,0.0
"",* AIO ASUS V222GAK INTEL J4025 4GB 256GB SSD #,20/06/2026,Saldo Awal,"","","",1.0,UNIT,4566385.135135,4909909.90991,4566385.135135
"",* AIO ASUS V222GAK WA141T INTEL J4025 4GB 1TB WIN 10,20/06/2026,Saldo Awal,"","","",0.0,UNIT,4786363.636364,5113636.363636,0.0
"",* AIO ASUS V222UAK  BA341T  Ci3 Win10,20/06/2026,Saldo Awal,"","","",0.0,UNIT,5609090.909091,5954545.454545,0.0
"",* AIO ASUS V222UBK WA541T 90PT0272 M01480 Ci5 VGA w10,20/06/2026,Saldo Awal,"","","",0.0,UNIT,8031818.181818,15500000.0,0.0
"",* AIO ASUS V241EAK - BA785W Ci7-1165G7 8GB 512GB SSD,20/06/2026,Saldo Awal,"","","",0.0,UNIT,12000000.0,12927927.927928,0.0
"","* AIO ASUS V241EPT 23.8"" INTEL I7 -1165G7 / NVIDIA MX 330 2GB / 16GB DDR 4 / 1TB HDD + 256GB SSD",20/06/2026,Saldo Awal,"","","",0.0,UNIT,15227272.727273,15545454.545455,0.0
"",* AIO AXIOO HYPE FLEX 5 + INTEL CORE i5 - 12450H 16GB 512GB SSD DOS,20/06/2026,Saldo Awal,"","","",0.0,UNIT,6432432.432432,6756756.756757,0.0
"",* AIO HP 200 PRO G4 22 CI3 - 10110U 4GB 1TB HDD DVD RW WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,5716216.216216,6126126.126126,0.0
"",* AIO HP 22 DF0145D 1V7D8AA INTEL J4025 4GB 1TB,20/06/2026,Saldo Awal,"","","",0.0,UNIT,5193693.693694,5368468.468468,0.0
"",* AIO HP 22 DG0006D INTEL N100 8GB 512GB SSD WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,4954954.954955,5540540.540541,0.0
"",* AIO HP 24 - DF1012D - 397J8PA Ci5-1135G7 8GB 512GB SSD,20/06/2026,Saldo Awal,"","","",0.0,UNIT,10190909.090909,12112243.818182,0.0
"",* AIO HP 24 Ci5 1235U 8GB 512GB SSD WIN11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,9432432.432432,13250000.0,0.0
"",* AIO HP 24 CR1126D ULTRA 7 155U 16GB 512GB SSD INTEL IRIS XE GRAPHICS WIN 11 *,20/06/2026,Saldo Awal,"","","",0.0,UNIT,13918918.918919,18918918.918919,0.0
"","* AIO HP PRO ONE 240 G10 CORE I3 - N300 8GB 512GB SSD 23.8"" WIN 11",20/06/2026,Saldo Awal,"","","",0.0,UNIT,6846846.846847,7477477.477477,0.0
"","* AIO LENOVO 3 22IMB05-F0EV0092ID Ci5-10400T 8GB 1TB 21,5"" FHD TOUCH SCREEN",20/06/2026,Saldo Awal,"","","",0.0,UNIT,10380000.0,13987000.0,0.0
"",* AIO LENOVO A100 INTEL N100 8GB DDR4 512GB SSD WIN 11,20/06/2026,Saldo Awal,"","","",1.0,UNIT,4999346.846847,4954954.954955,4999346.846847
"",* AIO LENOVO A100-F0J6005EID Intel Core i3-N305 8GB DDR4 512GB SSD Cloud Grey,20/06/2026,Saldo Awal,"","","",0.0,UNIT,5675675.675676,5900900.900901,0.0
"",* AIO LENOVO IDEACENTRE 27IRH9 Ci5-13420H 8GB 512GB SSD WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,9846846.846847,13468468.468468,0.0
"",* AIO LENOVO IDEACENTRE 3 22ITL6 Ci3 - 1115G4 4GB 256GB SSD WIN 11 WHITE,20/06/2026,Saldo Awal,"","","",0.0,UNIT,6569369.369369,6846846.846847,0.0
"",* AIO LENOVO IDEACENTRE A340 CI3-10110U 4GB 1TB HDD,20/06/2026,Saldo Awal,"","","",0.0,UNIT,6309090.909091,6727272.727273,0.0
"",* AIO LENOVO IDEACENTRE A340-24IWL CI3-10110U 4GB 512GB SSD,20/06/2026,Saldo Awal,"","","",0.0,UNIT,6486363.636364,6772727.272727,0.0
"",* ALFA INK ART PAPER BLACK,20/06/2026,Saldo Awal,"","","",34.0,PCS,75630.630631,90090.09009,2571441.441454
"",* ALFA INK KERTAS FOTO STIKER GLOSSY LITE 125GSM,20/06/2026,Saldo Awal,"","","",6.0,PCS,11261.261261,18018.018018,67567.567566
"",* ALFA INK KERTAS THERMAL 80 X 80,20/06/2026,Saldo Awal,"","","",607.0,PCS,9009.009009,10810.810811,5468468.468463
"",* ALFA INK L SERIES EPSON BLACK,20/06/2026,Saldo Awal,"","","",186.0,PCS,29549.54955,31531.531532,5496216.2163
"",* ALFA INK TINTA STEMPEL FLASH 10 ML,20/06/2026,Saldo Awal,"","","",143.0,PCS,6729.72973,9009.009009,962351.35139
"",* ALL IN ONE ACER C22 1700 Ci3 1215U 8GB 512GB WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,6387387.387387,8738738.738739,0.0
"",* ALL IN ONE ASUS A3202WBAK INTEL 7305 8GB 256GB SSD WIN 11,20/06/2026,Saldo Awal,"","","",0.0,UNIT,4970720.720721,5225225.225225,0.0
"",* ALL IN ONE LENOVO IDEACENTRE 3 22IAP7 Ci3-1215U 8GB 256GB SSD #,20/06/2026,Saldo Awal,"","","",0.0,UNIT,6099099.099099,6396396.396396,0.0
"",* ALL IN ONE PC ACER C20 830 BC0SN.003,20/06/2026,Saldo Awal,"","","",0.0,UNIT,3999202.61157,4181818.181818,0.0
"",* AMPLOP PAPER LINE ( LEM ),20/06/2026,Saldo Awal,"","","",10.0,PCS,15025.225225,15025.225225,150252.25225
"",* APC SRC1KI,20/06/2026,Saldo Awal,"","","",0.0,UNIT,4234234.234234,4444444.144144,0.0
"",* APC SRT6KXLI,20/06/2026,Saldo Awal,"","","",0.0,UNIT,40090090.09009,40990990.990991,0.0
"",* APPLE MACBOOK AIR 13 M2 8GB 256GB SPACE GREY,20/06/2026,Saldo Awal,"","","",0.0,UNIT,15846846.846847,13513513.513514,0.0
